Fecha,Vendedor,Sede,Rubro,Marca,Importe,Comision_x_venta,Fecha_Venta,Satisfaccion_Cliente,Prioridad_Pedido,Fecha_Venta_Respaldo
13/04/2022,Dorotea Brandolini,San Nicolás,Pc Armada,Nord,191291.0,20314,2026-05-15,3,3,2026/05/15
24/05/2022,Dallis Beefon,Chacarita,Tv,LG,333655.0,18247,,3,1,18-05-2026
05/04/2022,Ursuline Castilla,Villa Bosch,Equipos De Audio,Engel,291647.0,23506,2026-05-10,3,2,2026/05/10
13/03/2022,Mufi Panchin,Villa Soldati,Equipos De Audio,Wacom,189213.0,21444,,2,3,12-05-2026
08/05/2022,Timmy Ashlin,Ezeiza,Pc Armada,Xiaomi,302005.0,22099,2026-05-15,2,1,2026/05/15
04/06/2022,Dallis Beefon,Paternal,Pc Armada,Xiaomi,337268.0,24567,,4,2,18-05-2026
12/01/2022,Dallis Beefon,Avellaneda,Electrodomésticos,Startech,382629.0,18625,2026-05-10,4,3,2026/05/10
26/02/2022,Arvin Bernhardi,Villa Crespo,Electrodomésticos,Netgear,170490.0,16871,,5,1,12-05-2026
14/05/2022,Dallis Beefon,Villa Bosch,Equipos De Video,Conceptronic,429955.0,22991,2026-05-15,3,2,2026/05/15
19/06/2022,Arvin Bernhardi,Boedo,Equipos De Video,Huawei,238262.0,18686,,5,3,18-05-2026
13/01/2022,Barde Benoist,Ezeiza,Equipos De Audio,Startech,355701.0,22815,2026-05-10,4,1,2026/05/10
06/05/2022,Cecil Apted,Villa Soldati,Pc Armada,Digitus,226876.0,22456,,2,2,12-05-2026
25/01/2022,Christel Zambonini,Avellaneda,Equipos De Video,Conceptronic,124282.0,20715,2026-05-15,1,3,2026/05/15
10/06/2022,Em Edmonson,Floresta,Notebook,Belkin,161185.0,21239,,1,1,18-05-2026
24/02/2022,Cecil Apted,Villa Bosch,Notebook,Digitus,151829.0,19609,2026-05-10,5,2,2026/05/10
17/03/2022,Humfried Woodberry,Avellaneda,Electrodomésticos,Conceptronic,293331.0,19525,,4,3,12-05-2026
17/03/2022,Christel Zambonini,Avellaneda,Equipos De Video,Digitus,280253.0,17872,2026-05-15,3,1,2026/05/15
09/04/2022,Dorotea Brandolini,Villa Bosch,Electrodomésticos,Synology,238070.0,21772,,3,2,18-05-2026
05/01/2022,Barde Benoist,Ezpeleta,Equipos De Video,Millenium,141389.0,18468,2026-05-10,3,3,2026/05/10
07/01/2022,Pennie Hess,Villa Bosch,Equipos De Video,Access,441578.0,19131,,5,1,12-05-2026
17/02/2022,Christel Zambonini,San Nicolás,Electrodomésticos,Vodafone,183226.0,23007,2026-05-15,1,2,2026/05/15
08/04/2022,Ursuline Castilla,Villa Soldati,Notebook,Synology,120018.0,25014,,2,3,18-05-2026
01/05/2022,Timmy Ashlin,Villa Bosch,Tv,Huawei,256936.0,22322,2026-05-10,5,1,2026/05/10
31/05/2022,Pennie Hess,Villa Bosch,Equipos De Audio,Toshiba,230274.0,23116,,5,2,12-05-2026
02/05/2022,Dallis Beefon,Chacarita,Equipos De Audio,Wacom,322324.0,17069,2026-05-15,5,3,2026/05/15
21/02/2022,Angelita Lambkin,Recoleta,Pc Armada,Access,176822.0,24344,,3,1,18-05-2026
17/01/2022,Cecil Apted,Floresta,Tv,Vodafone,405270.0,24704,2026-05-10,4,2,2026/05/10
10/05/2022,Pennie Hess,Ezpeleta,Equipos De Audio,Toshiba,352252.0,21878,,2,3,12-05-2026
07/05/2022,Juliet Glynne,Paternal,Pc Armada,Nord,328790.0,22574,2026-05-15,2,1,2026/05/15
09/06/2022,Cecil Apted,Boedo,Pc Armada,LG,436775.0,16538,,4,2,18-05-2026
20/03/2022,Mufi Panchin,Villa Crespo,Tv,Netgear,374262.0,19769,2026-05-10,2,3,2026/05/10
13/01/2022,Barde Benoist,Boedo,Tv,Engel,117357.0,19607,,4,1,12-05-2026
08/04/2022,Ursuline Castilla,Floresta,Equipos De Audio,Samsonite,388914.0,17449,2026-05-15,3,2,2026/05/15
20/06/2022,Cecil Apted,Palermo,Notebook,Trust,457156.0,24582,,5,3,18-05-2026
05/04/2022,Barde Benoist,Floresta,Notebook,Access,242461.0,16717,2026-05-10,4,1,2026/05/10
29/03/2022,Christel Zambonini,Recoleta,Pc Armada,Wacom,288257.0,18669,,5,2,12-05-2026
14/05/2022,Dorotea Brandolini,Paternal,Electrodomésticos,Startech,316277.0,18088,2026-05-15,1,3,2026/05/15
04/04/2022,Arvin Bernhardi,San Martín,Equipos De Video,Corsair,217280.0,25320,,4,1,18-05-2026
04/04/2022,Juliet Glynne,Avellaneda,Notebook,Corsair,432489.0,23702,2026-05-10,4,2,2026/05/10
14/03/2022,Humfried Woodberry,Palermo,Pc Armada,Access,174519.0,18808,,3,3,12-05-2026
04/01/2022,Barde Benoist,Ezpeleta,Electrodomésticos,Corsair,202874.0,23098,2026-05-15,3,1,2026/05/15
27/05/2022,Christel Zambonini,Ezpeleta,Equipos De Audio,Xiaomi,317469.0,22449,,1,2,18-05-2026
05/01/2022,Arvin Bernhardi,Avellaneda,Tv,Synology,276581.0,17507,2026-05-10,2,3,2026/05/10
13/01/2022,Juliet Glynne,San Martín,Equipos De Video,Access,285487.0,16793,,5,1,12-05-2026
23/05/2022,Ursuline Castilla,Villa Crespo,Equipos De Audio,Samsonite,326352.0,16895,2026-05-15,4,2,2026/05/15
24/05/2022,Ursuline Castilla,Villa Crespo,Electrodomésticos,Nord,133788.0,22446,,3,3,18-05-2026
18/06/2022,Angelita Lambkin,Palermo,Equipos De Video,Netgear,230125.0,23990,2026-05-10,2,1,2026/05/10
27/04/2022,Dorotea Brandolini,Palermo,Notebook,Samsonite,346044.0,20835,,3,2,12-05-2026
14/03/2022,Dorotea Brandolini,Recoleta,Tv,LG,255932.0,23929,2026-05-15,3,3,2026/05/15
01/01/2022,Arvin Bernhardi,Recoleta,Equipos De Video,Belkin,217951.0,16799,,5,1,18-05-2026
08/06/2022,Cecil Apted,Ezpeleta,Electrodomésticos,Netgear,178750.0,16687,2026-05-10,4,2,2026/05/10
05/01/2022,Cecil Apted,San Nicolás,Notebook,Millenium,279837.0,16981,,3,3,12-05-2026
20/01/2022,Pennie Hess,Villa Bosch,Tv,Netgear,383992.0,20912,2026-05-15,3,1,2026/05/15
18/03/2022,Pennie Hess,Paternal,Equipos De Video,Vodafone,308919.0,24973,,4,2,18-05-2026
10/05/2022,Ursuline Castilla,Villa Crespo,Equipos De Audio,Netgear,228293.0,24384,2026-05-10,5,3,2026/05/10
14/03/2022,Barde Benoist,Floresta,Pc Armada,Corsair,132328.0,22730,,3,1,12-05-2026
06/02/2022,Angelita Lambkin,Palermo,Equipos De Video,Huawei,418923.0,23322,2026-05-15,4,2,2026/05/15
19/03/2022,Dorotea Brandolini,San Nicolás,Pc Armada,Trust,192162.0,20334,,5,3,18-05-2026
04/03/2022,Cecil Apted,San Martín,Electrodomésticos,Nord,229148.0,24839,2026-05-10,2,1,2026/05/10
14/02/2022,Angelita Lambkin,Ezeiza,Electrodomésticos,Digitus,134765.0,22930,,3,2,12-05-2026
10/03/2022,Cecil Apted,Boedo,Tv,Trust,389929.0,21281,2026-05-15,3,3,2026/05/15
12/06/2022,Mufi Panchin,Recoleta,Equipos De Video,Synology,128220.0,23825,,3,1,18-05-2026
13/01/2022,Cecil Apted,Villa Crespo,Electrodomésticos,Samsonite,211999.0,18076,2026-05-10,2,2,2026/05/10
09/02/2022,Dorotea Brandolini,Paternal,Electrodomésticos,Digitus,390793.0,22365,,2,3,12-05-2026
12/04/2022,Ursuline Castilla,San Martín,Electrodomésticos,Vodafone,364383.0,17768,2026-05-15,1,1,2026/05/15
20/03/2022,Humfried Woodberry,Villa Crespo,Tv,Xiaomi,113808.0,20135,,1,2,18-05-2026
18/05/2022,Christel Zambonini,Chacarita,Pc Armada,Samsung,125735.0,23887,2026-05-10,5,3,2026/05/10
18/03/2022,Cecil Apted,Flores,Pc Armada,Trust,293711.0,22769,,5,1,12-05-2026
05/04/2022,Humfried Woodberry,Recoleta,Pc Armada,Huawei,261353.0,23414,2026-05-15,3,2,2026/05/15
14/02/2022,Arvin Bernhardi,Villa Crespo,Pc Armada,Synology,323191.0,21764,,5,3,18-05-2026
11/03/2022,Cecil Apted,Ezpeleta,Notebook,Vodafone,145130.0,18018,2026-05-10,3,1,2026/05/10
13/02/2022,Humfried Woodberry,San Martín,Electrodomésticos,Toshiba,153233.0,19772,,3,2,12-05-2026
23/04/2022,Dallis Beefon,Boedo,Tv,Synology,168810.0,18563,2026-05-15,3,3,2026/05/15
30/01/2022,Juliet Glynne,Chacarita,Pc Armada,Vodafone,346393.0,18089,,2,1,18-05-2026
26/06/2022,Ursuline Castilla,Villa Soldati,Electrodomésticos,Synology,302007.0,22905,2026-05-10,3,2,2026/05/10
16/05/2022,Dallis Beefon,Palermo,Equipos De Video,Netgear,186895.0,23772,,4,3,12-05-2026
03/03/2022,Arvin Bernhardi,Villa Bosch,Tv,Kensington,420187.0,21907,2026-05-15,4,1,2026/05/15
18/04/2022,Angelita Lambkin,Boedo,Notebook,Millenium,438897.0,22242,,3,2,18-05-2026
11/04/2022,Humfried Woodberry,Villa Crespo,Tv,Conceptronic,242783.0,23733,2026-05-10,1,3,2026/05/10
22/05/2022,Cecil Apted,Villa Soldati,Pc Armada,LG,284357.0,21493,,3,1,12-05-2026
31/05/2022,Pennie Hess,San Nicolás,Equipos De Audio,Kensington,363538.0,19762,2026-05-15,3,2,2026/05/15
07/06/2022,Dorotea Brandolini,Villa Soldati,Pc Armada,Vodafone,306030.0,20651,,3,3,18-05-2026
04/03/2022,Humfried Woodberry,Villa Bosch,Electrodomésticos,Synology,204298.0,17818,2026-05-10,3,1,2026/05/10
01/05/2022,Juliet Glynne,Paternal,Pc Armada,LG,221211.0,19275,,5,2,12-05-2026
07/06/2022,Timmy Ashlin,Avellaneda,Tv,Synology,341417.0,21804,2026-05-15,5,3,2026/05/15
29/05/2022,Angelita Lambkin,Palermo,Notebook,Digitus,364599.0,17313,,5,1,18-05-2026
17/04/2022,Christel Zambonini,San Martín,Notebook,Trust,289777.0,25047,2026-05-10,4,2,2026/05/10
09/06/2022,Timmy Ashlin,Villa Bosch,Notebook,Toshiba,273441.0,17050,,5,3,12-05-2026
07/06/2022,Humfried Woodberry,Paternal,Equipos De Audio,Wacom,157097.0,17011,2026-05-15,5,1,2026/05/15
21/04/2022,Christel Zambonini,San Martín,Equipos De Audio,Nord,371265.0,24965,,4,2,18-05-2026
25/01/2022,Mufi Panchin,Avellaneda,Notebook,Millenium,420660.0,16899,2026-05-10,5,3,2026/05/10
07/03/2022,Pennie Hess,Chacarita,Tv,Samsonite,351388.0,23075,,4,1,12-05-2026
29/03/2022,Ursuline Castilla,San Martín,Equipos De Audio,Engel,432270.0,24487,2026-05-15,4,2,2026/05/15
02/01/2022,Mufi Panchin,Flores,Notebook,Samsonite,438053.0,19276,,3,3,18-05-2026
19/03/2022,Timmy Ashlin,Villa Soldati,Electrodomésticos,Millenium,348012.0,25468,2026-05-10,2,1,2026/05/10
04/02/2022,Cecil Apted,Recoleta,Electrodomésticos,LG,174007.0,25511,,3,2,12-05-2026
24/04/2022,Dorotea Brandolini,Ezpeleta,Tv,Millenium,103380.0,19118,2026-05-15,5,3,2026/05/15
11/01/2022,Juliet Glynne,Chacarita,Pc Armada,Netgear,127652.0,16905,,1,1,18-05-2026
19/05/2022,Christel Zambonini,Floresta,Electrodomésticos,Toshiba,407749.0,24119,2026-05-10,1,2,2026/05/10
09/04/2022,Humfried Woodberry,Boedo,Electrodomésticos,Trust,237072.0,20357,,5,3,12-05-2026
30/01/2022,Constantine Creeber,San Nicolás,Equipos De Video,Samsonite,386113.0,22011,2026-05-15,5,1,2026/05/15
27/05/2022,Barde Benoist,Ezpeleta,Equipos De Audio,Engel,395398.0,17549,,2,2,18-05-2026
22/02/2022,Em Edmonson,Flores,Electrodomésticos,Ubiquity,441115.0,20577,2026-05-10,1,3,2026/05/10
08/05/2022,Cecil Apted,Boedo,Tv,Access,331353.0,23999,,4,1,12-05-2026
14/01/2022,Dallis Beefon,Villa Soldati,Equipos De Video,Vodafone,236201.0,22162,2026-05-15,4,2,2026/05/15
24/03/2022,Em Edmonson,Ezeiza,Equipos De Audio,LG,307973.0,17687,,3,3,18-05-2026
10/02/2022,Em Edmonson,Flores,Tv,Vodafone,288346.0,20487,2026-05-10,2,1,2026/05/10
07/04/2022,Pennie Hess,Flores,Equipos De Audio,Trust,372622.0,23430,,1,2,12-05-2026
17/03/2022,Barde Benoist,Villa Bosch,Notebook,Access,389311.0,22323,2026-05-15,1,3,2026/05/15
19/03/2022,Dallis Beefon,Palermo,Tv,Engel,126199.0,18456,,5,1,18-05-2026
23/03/2022,Pennie Hess,Palermo,Equipos De Audio,Engel,276085.0,20059,2026-05-10,2,2,2026/05/10
12/02/2022,Mufi Panchin,Villa Crespo,Equipos De Audio,Synology,336390.0,20754,,3,3,12-05-2026
24/02/2022,Juliet Glynne,Ezeiza,Equipos De Audio,Engel,274517.0,19300,2026-05-15,4,1,2026/05/15
05/04/2022,Em Edmonson,Flores,Notebook,Huawei,203674.0,17834,,5,2,18-05-2026
06/03/2022,Juliet Glynne,Avellaneda,Notebook,Ubiquity,159737.0,19543,2026-05-10,5,3,2026/05/10
24/06/2022,Christel Zambonini,Villa Crespo,Equipos De Video,Nord,212136.0,18546,,1,1,12-05-2026
02/03/2022,Barde Benoist,Floresta,Pc Armada,Millenium,327037.0,17163,2026-05-15,2,2,2026/05/15
14/02/2022,Dorotea Brandolini,San Nicolás,Tv,Trust,141236.0,17443,,2,3,18-05-2026
08/05/2022,Dallis Beefon,San Martín,Tv,Huawei,456288.0,23716,2026-05-10,4,1,2026/05/10
24/05/2022,Barde Benoist,Villa Soldati,Electrodomésticos,Vodafone,205860.0,20562,,1,2,12-05-2026
20/06/2022,Barde Benoist,San Martín,Electrodomésticos,Vodafone,238936.0,18051,2026-05-15,5,3,2026/05/15
27/04/2022,Cecil Apted,Villa Crespo,Notebook,LG,256626.0,21192,,4,1,18-05-2026
21/02/2022,Mufi Panchin,Villa Crespo,Notebook,Kensington,323514.0,24742,2026-05-10,2,2,2026/05/10
10/01/2022,Mufi Panchin,Recoleta,Pc Armada,Ubiquity,137832.0,23828,,3,3,12-05-2026
23/06/2022,Angelita Lambkin,Recoleta,Pc Armada,Belkin,370806.0,18675,2026-05-15,2,1,2026/05/15
16/06/2022,Constantine Creeber,Boedo,Equipos De Video,Engel,398682.0,21348,,4,2,18-05-2026
11/03/2022,Mufi Panchin,Avellaneda,Equipos De Audio,Samsonite,290451.0,23542,2026-05-10,3,3,2026/05/10
05/06/2022,Dallis Beefon,Flores,Electrodomésticos,Synology,303893.0,19376,,5,1,12-05-2026
22/03/2022,Juliet Glynne,Villa Bosch,Equipos De Video,Millenium,414689.0,17433,2026-05-15,3,2,2026/05/15
22/06/2022,Juliet Glynne,Flores,Tv,Netgear,170303.0,17449,,5,3,18-05-2026
08/02/2022,Arvin Bernhardi,Ezeiza,Tv,Huawei,164155.0,18153,2026-05-10,3,1,2026/05/10
30/05/2022,Mufi Panchin,Recoleta,Tv,Netgear,300979.0,24825,,4,2,12-05-2026
22/01/2022,Juliet Glynne,Avellaneda,Notebook,Toshiba,285531.0,23827,2026-05-15,5,3,2026/05/15
23/06/2022,Pennie Hess,Boedo,Equipos De Video,Huawei,354273.0,24220,,3,1,18-05-2026
19/05/2022,Constantine Creeber,Avellaneda,Tv,Access,121037.0,22885,2026-05-10,3,2,2026/05/10
09/02/2022,Mufi Panchin,Floresta,Tv,Trust,308151.0,25120,,3,3,12-05-2026
13/03/2022,Dallis Beefon,Avellaneda,Electrodomésticos,Belkin,335535.0,22728,2026-05-15,4,1,2026/05/15
30/03/2022,Pennie Hess,Chacarita,Equipos De Video,Nord,135629.0,24473,,4,2,18-05-2026
17/02/2022,Pennie Hess,Villa Soldati,Equipos De Audio,Toshiba,423579.0,22074,2026-05-10,2,3,2026/05/10
30/05/2022,Em Edmonson,Ezpeleta,Tv,Conceptronic,260877.0,21520,,3,1,12-05-2026
30/03/2022,Barde Benoist,San Martín,Pc Armada,Access,350851.0,25361,2026-05-15,3,2,2026/05/15
02/02/2022,Dallis Beefon,Paternal,Equipos De Video,Vodafone,125991.0,24496,,3,3,18-05-2026
12/06/2022,Christel Zambonini,Flores,Pc Armada,Samsung,262838.0,21567,2026-05-10,4,1,2026/05/10
09/01/2022,Dorotea Brandolini,Flores,Equipos De Audio,Millenium,314973.0,25534,,2,2,12-05-2026
04/05/2022,Christel Zambonini,Ezpeleta,Tv,Ubiquity,440590.0,24120,2026-05-15,2,3,2026/05/15
24/02/2022,Cecil Apted,San Nicolás,Equipos De Video,Vodafone,189934.0,21034,,4,1,18-05-2026
18/05/2022,Dorotea Brandolini,San Nicolás,Pc Armada,Corsair,171095.0,23618,2026-05-10,2,2,2026/05/10
15/02/2022,Timmy Ashlin,Recoleta,Tv,Huawei,110809.0,17949,,3,3,12-05-2026
11/01/2022,Ursuline Castilla,Villa Soldati,Equipos De Video,Digitus,225322.0,18614,2026-05-15,4,1,2026/05/15
08/06/2022,Constantine Creeber,San Martín,Pc Armada,Netgear,131508.0,20546,,4,2,18-05-2026
21/03/2022,Arvin Bernhardi,San Nicolás,Pc Armada,LG,276446.0,23956,2026-05-10,3,3,2026/05/10
26/04/2022,Arvin Bernhardi,Ezpeleta,Equipos De Video,Conceptronic,356835.0,21343,,2,1,12-05-2026
28/05/2022,Barde Benoist,Paternal,Pc Armada,Corsair,221603.0,21883,2026-05-15,5,2,2026/05/15
03/06/2022,Timmy Ashlin,Boedo,Electrodomésticos,Access,403225.0,23946,,4,3,18-05-2026
09/06/2022,Dallis Beefon,Ezpeleta,Tv,Toshiba,413230.0,21337,2026-05-10,1,1,2026/05/10
13/03/2022,Cecil Apted,Flores,Notebook,Synology,416244.0,20176,,5,2,12-05-2026
10/02/2022,Dorotea Brandolini,Paternal,Equipos De Video,Netgear,187097.0,24309,2026-05-15,4,3,2026/05/15
06/06/2022,Angelita Lambkin,San Nicolás,Notebook,Toshiba,229624.0,21686,,5,1,18-05-2026
09/04/2022,Cecil Apted,Avellaneda,Pc Armada,Corsair,295101.0,16887,2026-05-10,5,2,2026/05/10
27/05/2022,Juliet Glynne,Paternal,Pc Armada,Wacom,274025.0,23744,,1,3,12-05-2026
24/03/2022,Pennie Hess,Paternal,Pc Armada,Vodafone,420444.0,20244,2026-05-15,1,1,2026/05/15
14/02/2022,Angelita Lambkin,Villa Crespo,Electrodomésticos,Startech,379929.0,18592,,1,2,18-05-2026
03/02/2022,Cecil Apted,Ezeiza,Electrodomésticos,Samsung,408721.0,17079,2026-05-10,4,3,2026/05/10
08/05/2022,Angelita Lambkin,Villa Crespo,Equipos De Video,Belkin,308495.0,22266,,5,1,12-05-2026
07/06/2022,Angelita Lambkin,Boedo,Equipos De Audio,Corsair,356025.0,17273,2026-05-15,3,2,2026/05/15
29/04/2022,Dallis Beefon,Floresta,Tv,Belkin,364730.0,24944,,1,3,18-05-2026
01/01/2022,Angelita Lambkin,Villa Crespo,Pc Armada,Synology,234704.0,24563,2026-05-10,5,1,2026/05/10
09/01/2022,Em Edmonson,Villa Crespo,Electrodomésticos,Netgear,244664.0,21970,,5,2,12-05-2026
15/04/2022,Cecil Apted,Flores,Equipos De Audio,Corsair,328018.0,21388,2026-05-15,2,3,2026/05/15
16/06/2022,Dorotea Brandolini,Paternal,Equipos De Audio,Synology,183963.0,16954,,3,1,18-05-2026
14/03/2022,Pennie Hess,San Martín,Tv,Startech,159810.0,23395,2026-05-10,2,2,2026/05/10
17/02/2022,Arvin Bernhardi,Paternal,Notebook,LG,136617.0,23615,,2,3,12-05-2026
14/01/2022,Em Edmonson,San Martín,Notebook,Belkin,404333.0,23306,2026-05-15,1,1,2026/05/15
19/03/2022,Mufi Panchin,Floresta,Electrodomésticos,Engel,253812.0,16769,,3,2,18-05-2026
13/04/2022,Pennie Hess,Villa Soldati,Pc Armada,Xiaomi,114338.0,17910,2026-05-10,4,3,2026/05/10
21/06/2022,Humfried Woodberry,San Martín,Tv,Huawei,117091.0,23143,,3,1,12-05-2026
11/04/2022,Dorotea Brandolini,Recoleta,Equipos De Video,Nord,368655.0,18078,2026-05-15,5,2,2026/05/15
24/04/2022,Angelita Lambkin,Palermo,Notebook,Vodafone,293771.0,21102,,4,3,18-05-2026
30/01/2022,Mufi Panchin,Villa Bosch,Notebook,Access,433667.0,24607,2026-05-10,5,1,2026/05/10
07/03/2022,Christel Zambonini,Palermo,Equipos De Video,Digitus,159944.0,25056,,5,2,12-05-2026
23/06/2022,Constantine Creeber,San Martín,Electrodomésticos,Conceptronic,410024.0,19955,2026-05-15,5,3,2026/05/15
11/03/2022,Cecil Apted,Flores,Pc Armada,Kensington,398761.0,17334,,4,1,18-05-2026
26/03/2022,Timmy Ashlin,San Martín,Notebook,Huawei,383721.0,17810,2026-05-10,4,2,2026/05/10
31/05/2022,Constantine Creeber,Flores,Pc Armada,Digitus,380776.0,20722,,1,3,12-05-2026
13/05/2022,Mufi Panchin,San Martín,Equipos De Video,Nord,317915.0,24669,2026-05-15,5,1,2026/05/15
11/03/2022,Mufi Panchin,Villa Bosch,Electrodomésticos,Engel,382571.0,23265,,3,2,18-05-2026
05/01/2022,Cecil Apted,Floresta,Notebook,Toshiba,226807.0,20229,2026-05-10,2,3,2026/05/10
01/02/2022,Ursuline Castilla,Recoleta,Pc Armada,Wacom,263855.0,19098,,2,1,12-05-2026
11/03/2022,Pennie Hess,Palermo,Notebook,Synology,137387.0,19291,2026-05-15,3,2,2026/05/15
27/05/2022,Cecil Apted,San Martín,Electrodomésticos,Synology,412352.0,22649,,2,3,18-05-2026
21/02/2022,Em Edmonson,Flores,Tv,Vodafone,226724.0,19047,2026-05-10,4,1,2026/05/10
19/05/2022,Barde Benoist,Villa Soldati,Tv,Netgear,443819.0,21379,,1,2,12-05-2026
21/04/2022,Mufi Panchin,Ezpeleta,Notebook,LG,290183.0,17558,2026-05-15,2,3,2026/05/15
19/05/2022,Dallis Beefon,San Martín,Pc Armada,Startech,319145.0,18158,,5,1,18-05-2026
03/04/2022,Angelita Lambkin,Floresta,Equipos De Audio,Wacom,344986.0,16695,2026-05-10,4,2,2026/05/10
21/06/2022,Constantine Creeber,Ezpeleta,Equipos De Audio,Xiaomi,457338.0,20666,,1,3,12-05-2026
19/02/2022,Cecil Apted,Chacarita,Tv,LG,184029.0,18294,2026-05-15,4,1,2026/05/15
23/02/2022,Cecil Apted,Palermo,Tv,Samsonite,253496.0,17907,,3,2,18-05-2026
25/06/2022,Arvin Bernhardi,Avellaneda,Pc Armada,Toshiba,292557.0,18607,2026-05-10,2,3,2026/05/10
13/04/2022,Angelita Lambkin,Villa Soldati,Tv,Samsonite,140209.0,21030,,2,1,12-05-2026
13/05/2022,Dorotea Brandolini,Ezeiza,Equipos De Audio,Conceptronic,154433.0,23838,2026-05-15,5,2,2026/05/15
25/04/2022,Barde Benoist,Chacarita,Notebook,Huawei,458339.0,23038,,3,3,18-05-2026
12/06/2022,Mufi Panchin,Palermo,Notebook,Samsonite,342807.0,17876,2026-05-10,4,1,2026/05/10
13/04/2022,Dallis Beefon,Chacarita,Tv,Toshiba,327006.0,24226,,4,2,12-05-2026
06/03/2022,Angelita Lambkin,Recoleta,Pc Armada,Startech,267174.0,20456,2026-05-15,5,3,2026/05/15
04/06/2022,Christel Zambonini,Paternal,Electrodomésticos,Millenium,426089.0,21154,,2,1,18-05-2026
23/01/2022,Constantine Creeber,Flores,Tv,Toshiba,232717.0,18534,2026-05-10,5,2,2026/05/10
06/01/2022,Ursuline Castilla,Villa Crespo,Electrodomésticos,Belkin,184486.0,18346,,2,3,12-05-2026
21/03/2022,Pennie Hess,San Nicolás,Equipos De Audio,Engel,154482.0,18660,2026-05-15,4,1,2026/05/15
28/05/2022,Mufi Panchin,Boedo,Electrodomésticos,Ubiquity,269422.0,19399,,1,2,18-05-2026
02/01/2022,Humfried Woodberry,Ezpeleta,Pc Armada,Millenium,311735.0,20630,2026-05-10,5,3,2026/05/10
21/02/2022,Humfried Woodberry,Villa Bosch,Electrodomésticos,Samsonite,372537.0,24517,,3,1,12-05-2026
27/01/2022,Barde Benoist,Paternal,Pc Armada,Samsonite,454531.0,18169,2026-05-15,4,2,2026/05/15
15/02/2022,Christel Zambonini,Boedo,Equipos De Audio,Access,225062.0,23771,,4,3,18-05-2026
03/03/2022,Timmy Ashlin,Villa Soldati,Equipos De Video,Samsung,249048.0,17420,2026-05-10,2,1,2026/05/10
26/04/2022,Constantine Creeber,Villa Bosch,Notebook,Millenium,334353.0,23371,,1,2,12-05-2026
02/05/2022,Arvin Bernhardi,Palermo,Notebook,Kensington,292102.0,23161,2026-05-15,1,3,2026/05/15
02/03/2022,Cecil Apted,Villa Soldati,Equipos De Audio,Corsair,426114.0,17480,,1,1,18-05-2026
02/05/2022,Ursuline Castilla,Avellaneda,Equipos De Video,Access,170188.0,17626,2026-05-10,1,2,2026/05/10
23/06/2022,Pennie Hess,Ezpeleta,Notebook,Toshiba,451085.0,24096,,5,3,12-05-2026
12/02/2022,Em Edmonson,Avellaneda,Tv,Access,152383.0,24093,2026-05-15,1,1,2026/05/15
21/06/2022,Humfried Woodberry,San Martín,Notebook,Corsair,440641.0,19741,,1,2,18-05-2026
06/01/2022,Timmy Ashlin,Boedo,Tv,Samsung,384577.0,25542,2026-05-10,4,3,2026/05/10
21/06/2022,Arvin Bernhardi,Recoleta,Equipos De Audio,Corsair,247187.0,17361,,1,1,12-05-2026
11/06/2022,Mufi Panchin,Villa Soldati,Equipos De Video,Huawei,238920.0,20524,2026-05-15,4,2,2026/05/15
12/02/2022,Humfried Woodberry,Paternal,Electrodomésticos,Conceptronic,445284.0,17922,,2,3,18-05-2026
07/04/2022,Pennie Hess,Villa Soldati,Electrodomésticos,Startech,282901.0,17378,2026-05-10,2,1,2026/05/10
04/06/2022,Barde Benoist,Paternal,Equipos De Video,Samsung,440103.0,19585,,3,2,12-05-2026
22/05/2022,Angelita Lambkin,Flores,Tv,Wacom,228977.0,22165,2026-05-15,1,3,2026/05/15
06/04/2022,Pennie Hess,Boedo,Equipos De Audio,Conceptronic,449460.0,24679,,2,1,18-05-2026
01/03/2022,Dorotea Brandolini,Ezeiza,Pc Armada,Netgear,317514.0,21109,2026-05-10,4,2,2026/05/10
09/04/2022,Barde Benoist,Chacarita,Notebook,Vodafone,312652.0,22374,,4,3,12-05-2026
03/06/2022,Humfried Woodberry,Floresta,Pc Armada,Wacom,374320.0,19057,2026-05-15,3,1,2026/05/15
17/03/2022,Christel Zambonini,Ezeiza,Notebook,Samsung,105891.0,23328,,5,2,18-05-2026
14/02/2022,Humfried Woodberry,Palermo,Pc Armada,Startech,227569.0,16691,2026-05-10,3,3,2026/05/10
07/04/2022,Dallis Beefon,Recoleta,Pc Armada,Kensington,376764.0,17121,,2,1,12-05-2026
22/03/2022,Mufi Panchin,Palermo,Electrodomésticos,Trust,316419.0,23220,2026-05-15,3,2,2026/05/15
11/02/2022,Juliet Glynne,San Nicolás,Notebook,Trust,433788.0,16694,,5,3,18-05-2026
21/01/2022,Pennie Hess,San Nicolás,Electrodomésticos,Belkin,340721.0,24858,2026-05-10,5,1,2026/05/10
05/05/2022,Mufi Panchin,Floresta,Equipos De Audio,Vodafone,160062.0,19217,,1,2,12-05-2026
20/04/2022,Ursuline Castilla,Villa Bosch,Notebook,Samsung,446050.0,20956,2026-05-15,5,3,2026/05/15
05/06/2022,Humfried Woodberry,San Nicolás,Equipos De Audio,Kensington,357791.0,18678,,2,1,18-05-2026
