Fecha,Vendedor,Sede,Rubro,Marca,Importe,Comision_x_venta,Satisfaccion_cliente,Fecha_Venta,Satisfaccion_Cliente,Prioridad_Pedido
10/06/2022,Angelita Lambkin,Avellaneda,notebook,Vodafone,162499,24094,9,12-05-2026,1.0,Baja
26/06/2022,Em Edmonson,Villa Crespo,equipos de audio,Conceptronic,197456,20132,9,2026/05/15,5.0,Media
27/05/2022,Christel Zambonini,Villa Crespo,equipos de video,Nord,293005,23265,8,18-05-2026,4.0,Alta
23/03/2022,Juliet Glynne,Floresta,equipos de video,Belkin,148417,20720,7,2026/05/10,5.0,Baja
05/02/2022,Juliet Glynne,Recoleta,TV,Nord,375361,23167,4,12-05-2026,4.0,Media
26/05/2022,Barde Benoist,Villa Bosch,notebook,LG,389942,22286,9,2026/05/15,,Alta
01/05/2022,Humfried Woodberry,Palermo,equipos de video,Huawei,219905,21419,7,18-05-2026,4.0,Baja
22/02/2022,Mufi Panchin,San Nicolás,PC armada,Wacom,118917,21691,8,2026/05/10,4.0,Media
18/02/2022,Dorotea Brandolini,Villa Crespo,TV,Kensington,159596,20802,3,12-05-2026,3.0,Alta
17/06/2022,Ursuline Castilla,Flores,notebook,Digitus,458199,21928,9,2026/05/15,2.0,Baja
19/02/2022,Timmy Ashlin,San Nicolás,notebook,Corsair,418988,22586,4,18-05-2026,3.0,Media
18/04/2022,Dallis Beefon,Villa Crespo,equipos de video,Trust,118423,23138,6,2026/05/10,3.0,Alta
16/04/2022,Constantine Creeber,Villa Soldati,electrodomésticos,Wacom,177940,22815,5,12-05-2026,2.0,Baja
17/04/2022,Constantine Creeber,Paternal,TV,Netgear,275529,23828,5,2026/05/15,1.0,Media
07/04/2022,Arvin Bernhardi,Boedo,equipos de video,Synology,457951,20525,10,18-05-2026,3.0,Alta
05/01/2022,Em Edmonson,Villa Bosch,notebook,LG,162237,16647,9,2026/05/10,,Baja
27/06/2022,Timmy Ashlin,Chacarita,TV,Samsung,221019,22699,7,12-05-2026,5.0,Media
18/03/2022,Ursuline Castilla,Flores,equipos de video,Netgear,402604,23559,3,2026/05/15,4.0,Alta
18/04/2022,Ursuline Castilla,San Nicolás,PC armada,Xiaomi,188279,18151,8,18-05-2026,5.0,Baja
05/03/2022,Angelita Lambkin,Floresta,equipos de video,Kensington,207044,23618,3,2026/05/10,1.0,Media
04/06/2022,Pennie Hess,Chacarita,TV,Huawei,215131,17643,7,12-05-2026,1.0,Alta
26/02/2022,Ursuline Castilla,Villa Soldati,notebook,Kensington,179420,24863,6,2026/05/15,5.0,Baja
27/01/2022,Christel Zambonini,Recoleta,TV,Nord,284781,21241,10,18-05-2026,5.0,Media
02/02/2022,Em Edmonson,Villa Crespo,equipos de audio,Xiaomi,336159,24710,6,2026/05/10,5.0,Alta
17/06/2022,Timmy Ashlin,Ezeiza,notebook,Netgear,391814,23466,3,12-05-2026,5.0,Baja
24/02/2022,Juliet Glynne,Paternal,notebook,Nord,331181,23717,4,2026/05/15,3.0,Media
16/03/2022,Em Edmonson,San Nicolás,equipos de audio,Trust,438852,25460,9,18-05-2026,4.0,Alta
29/01/2022,Constantine Creeber,San Nicolás,TV,Xiaomi,105582,19046,9,2026/05/10,2.0,Baja
01/04/2022,Ursuline Castilla,San Martín,TV,Kensington,164962,18307,8,12-05-2026,2.0,Media
21/06/2022,Mufi Panchin,Recoleta,TV,Wacom,219336,24445,7,2026/05/15,1.0,Alta
21/04/2022,Arvin Bernhardi,Paternal,TV,Millenium,386667,22694,10,18-05-2026,,Baja
31/03/2022,Angelita Lambkin,Paternal,TV,Trust,198108,17490,9,2026/05/10,4.0,Media
18/04/2022,Cecil Apted,Boedo,electrodomésticos,Ubiquity,183234,22552,3,12-05-2026,,Alta
29/05/2022,Dorotea Brandolini,Villa Bosch,TV,Synology,114639,19874,6,2026/05/15,5.0,Baja
30/04/2022,Timmy Ashlin,Floresta,electrodomésticos,Samsung,136423,20084,3,18-05-2026,1.0,Media
08/01/2022,Pennie Hess,Villa Bosch,PC armada,Samsonite,285657,20290,8,2026/05/10,5.0,Alta
30/01/2022,Mufi Panchin,Chacarita,TV,Belkin,336582,24316,4,12-05-2026,5.0,Baja
17/01/2022,Cecil Apted,Recoleta,notebook,Millenium,384210,18811,8,2026/05/15,2.0,Media
07/04/2022,Timmy Ashlin,Ezeiza,electrodomésticos,Corsair,141516,24904,7,18-05-2026,2.0,Alta
03/06/2022,Cecil Apted,Villa Crespo,equipos de video,LG,204789,22945,3,2026/05/10,,Baja
07/06/2022,Cecil Apted,Recoleta,TV,Digitus,171039,25278,4,12-05-2026,4.0,Media
03/05/2022,Mufi Panchin,Flores,equipos de audio,Ubiquity,382384,21853,9,2026/05/15,4.0,Alta
15/06/2022,Pennie Hess,Paternal,equipos de video,Digitus,124867,23391,10,18-05-2026,,Baja
03/03/2022,Mufi Panchin,Avellaneda,equipos de audio,Synology,429103,16590,9,2026/05/10,5.0,Media
01/06/2022,Arvin Bernhardi,Palermo,electrodomésticos,Wacom,149734,19162,9,12-05-2026,2.0,Alta
05/05/2022,Ursuline Castilla,San Martín,equipos de video,Samsonite,396627,18734,3,2026/05/15,,Baja
27/02/2022,Humfried Woodberry,San Nicolás,PC armada,Access,120505,16818,9,18-05-2026,3.0,Media
04/06/2022,Barde Benoist,Boedo,equipos de video,LG,134708,24776,4,2026/05/10,2.0,Alta
08/05/2022,Angelita Lambkin,Villa Soldati,notebook,Wacom,247648,20549,6,12-05-2026,3.0,Baja
24/02/2022,Juliet Glynne,San Nicolás,TV,Ubiquity,199569,18132,4,2026/05/15,3.0,Media
11/01/2022,Humfried Woodberry,Palermo,TV,Startech,314689,23308,7,18-05-2026,1.0,Alta
04/03/2022,Mufi Panchin,Villa Bosch,TV,Samsung,359254,23177,5,2026/05/10,1.0,Baja
01/06/2022,Juliet Glynne,Villa Soldati,equipos de video,Startech,150211,17717,9,12-05-2026,,Media
21/02/2022,Mufi Panchin,San Martín,notebook,Synology,441244,19862,10,2026/05/15,3.0,Alta
10/01/2022,Timmy Ashlin,Floresta,equipos de audio,Engel,369135,23101,3,18-05-2026,4.0,Baja
13/04/2022,Arvin Bernhardi,Boedo,equipos de video,Samsung,310257,24749,3,2026/05/10,2.0,Media
12/01/2022,Constantine Creeber,Flores,notebook,Huawei,210243,17246,3,12-05-2026,3.0,Alta
09/06/2022,Arvin Bernhardi,Boedo,TV,Toshiba,337435,22246,3,2026/05/15,4.0,Baja
18/03/2022,Angelita Lambkin,Ezeiza,equipos de audio,Digitus,186820,24113,3,18-05-2026,2.0,Media
23/02/2022,Barde Benoist,San Martín,electrodomésticos,Startech,237411,18947,10,2026/05/10,1.0,Alta
31/05/2022,Dallis Beefon,Boedo,PC armada,LG,223025,24404,9,12-05-2026,5.0,Baja
27/04/2022,Mufi Panchin,Chacarita,electrodomésticos,Belkin,348975,24075,9,2026/05/15,1.0,Media
21/06/2022,Dorotea Brandolini,Avellaneda,equipos de video,Synology,317174,20081,10,18-05-2026,,Alta
28/04/2022,Constantine Creeber,Palermo,electrodomésticos,Conceptronic,362101,23829,7,2026/05/10,5.0,Baja
30/04/2022,Barde Benoist,Flores,equipos de audio,Belkin,253469,25007,6,12-05-2026,,Media
30/01/2022,Cecil Apted,Chacarita,equipos de video,LG,366538,23406,3,2026/05/15,,Alta
26/01/2022,Dallis Beefon,Palermo,TV,Nord,232994,23645,10,18-05-2026,2.0,Baja
12/05/2022,Arvin Bernhardi,Ezeiza,equipos de audio,Samsonite,360553,22931,8,2026/05/10,2.0,Media
13/02/2022,Angelita Lambkin,Palermo,notebook,Synology,258518,20140,3,12-05-2026,2.0,Alta
10/06/2022,Cecil Apted,Ezeiza,electrodomésticos,Millenium,426016,20431,6,2026/05/15,4.0,Baja
16/01/2022,Cecil Apted,Villa Bosch,notebook,Samsonite,456918,18172,6,18-05-2026,2.0,Media
01/02/2022,Dallis Beefon,Recoleta,PC armada,Digitus,155840,21638,9,2026/05/10,5.0,Alta
03/04/2022,Pennie Hess,Floresta,notebook,Access,383409,16802,7,12-05-2026,2.0,Baja
17/03/2022,Angelita Lambkin,San Nicolás,equipos de audio,Belkin,218842,23372,3,2026/05/15,1.0,Media
14/01/2022,Juliet Glynne,Avellaneda,PC armada,Conceptronic,182052,21065,9,18-05-2026,4.0,Alta
21/02/2022,Dallis Beefon,Villa Bosch,notebook,Ubiquity,132714,24027,6,2026/05/10,,Baja
03/05/2022,Dallis Beefon,Chacarita,electrodomésticos,Corsair,392616,22412,6,12-05-2026,3.0,Media
03/05/2022,Dorotea Brandolini,Avellaneda,TV,Access,132083,25365,4,2026/05/15,4.0,Alta
23/05/2022,Dorotea Brandolini,Recoleta,PC armada,Wacom,126323,20107,3,18-05-2026,2.0,Baja
19/03/2022,Ursuline Castilla,Avellaneda,notebook,Netgear,368596,20586,4,2026/05/10,3.0,Media
21/03/2022,Angelita Lambkin,Ezeiza,PC armada,Samsung,366201,16806,3,12-05-2026,3.0,Alta
25/01/2022,Juliet Glynne,Ezpeleta,PC armada,Samsung,152034,19333,7,2026/05/15,5.0,Baja
28/06/2022,Timmy Ashlin,Villa Bosch,electrodomésticos,Startech,316966,25054,4,18-05-2026,5.0,Media
25/02/2022,Timmy Ashlin,Avellaneda,PC armada,Netgear,346276,23481,5,2026/05/10,5.0,Alta
03/05/2022,Dorotea Brandolini,Villa Soldati,equipos de video,Engel,389541,18793,6,12-05-2026,5.0,Baja
21/05/2022,Mufi Panchin,Floresta,TV,LG,166119,22512,4,2026/05/15,4.0,Media
13/03/2022,Humfried Woodberry,Boedo,notebook,Kensington,255784,19287,5,18-05-2026,,Alta
02/03/2022,Timmy Ashlin,Villa Soldati,equipos de audio,Vodafone,345229,22541,10,2026/05/10,1.0,Baja
03/06/2022,Angelita Lambkin,Paternal,equipos de audio,Synology,367464,25428,6,12-05-2026,,Media
13/03/2022,Timmy Ashlin,Recoleta,equipos de audio,Ubiquity,324472,21532,8,2026/05/15,4.0,Alta
17/02/2022,Juliet Glynne,Ezpeleta,equipos de audio,Xiaomi,195390,21987,6,18-05-2026,5.0,Baja
27/03/2022,Dallis Beefon,Villa Crespo,equipos de video,Conceptronic,133236,20677,7,2026/05/10,2.0,Media
27/04/2022,Angelita Lambkin,Ezeiza,electrodomésticos,Huawei,334749,17946,9,12-05-2026,2.0,Alta
29/04/2022,Mufi Panchin,San Nicolás,TV,Samsonite,229718,19129,5,2026/05/15,4.0,Baja
01/05/2022,Constantine Creeber,Villa Crespo,equipos de audio,Vodafone,297912,24775,3,18-05-2026,3.0,Media
22/06/2022,Dorotea Brandolini,Ezpeleta,equipos de audio,Vodafone,436809,20860,9,2026/05/10,5.0,Alta
29/05/2022,Humfried Woodberry,San Nicolás,notebook,Digitus,201594,21036,3,12-05-2026,4.0,Baja
30/01/2022,Ursuline Castilla,Recoleta,notebook,Ubiquity,308296,17634,3,2026/05/15,1.0,Media
24/06/2022,Cecil Apted,Villa Bosch,electrodomésticos,Startech,442226,20783,7,18-05-2026,2.0,Alta
23/03/2022,Arvin Bernhardi,Ezeiza,notebook,Corsair,233498,22302,8,2026/05/10,4.0,Baja
05/04/2022,Dallis Beefon,San Nicolás,TV,Synology,270969,19936,5,12-05-2026,5.0,Media
19/05/2022,Ursuline Castilla,Villa Crespo,notebook,LG,253301,22838,10,2026/05/15,2.0,Alta
16/01/2022,Ursuline Castilla,San Nicolás,PC armada,Ubiquity,187639,22190,5,18-05-2026,2.0,Baja
07/05/2022,Em Edmonson,Ezeiza,equipos de audio,Millenium,427793,25478,7,2026/05/10,3.0,Media
23/04/2022,Pennie Hess,Ezeiza,PC armada,Netgear,140451,19685,5,12-05-2026,5.0,Alta
06/02/2022,Mufi Panchin,Palermo,TV,Wacom,368160,22978,5,2026/05/15,1.0,Baja
05/05/2022,Mufi Panchin,Floresta,TV,Wacom,365089,19844,6,18-05-2026,5.0,Media
21/03/2022,Pennie Hess,Palermo,electrodomésticos,Kensington,196273,23863,9,2026/05/10,2.0,Alta
22/02/2022,Timmy Ashlin,Flores,electrodomésticos,Belkin,351177,24518,7,12-05-2026,1.0,Baja
04/05/2022,Mufi Panchin,Chacarita,equipos de video,Vodafone,400679,22697,3,2026/05/15,1.0,Media
01/05/2022,Timmy Ashlin,Chacarita,TV,Vodafone,451366,17910,9,18-05-2026,3.0,Alta
27/04/2022,Barde Benoist,Paternal,equipos de video,Nord,320985,24162,5,2026/05/10,5.0,Baja
07/05/2022,Angelita Lambkin,Recoleta,equipos de audio,Trust,250151,22548,10,12-05-2026,3.0,Media
23/03/2022,Arvin Bernhardi,Ezpeleta,PC armada,Xiaomi,107160,24574,4,2026/05/15,2.0,Alta
30/01/2022,Angelita Lambkin,Paternal,equipos de video,Conceptronic,100842,23834,9,18-05-2026,3.0,Baja
05/03/2022,Arvin Bernhardi,Floresta,TV,Corsair,447134,18186,8,2026/05/10,3.0,Media
15/05/2022,Dorotea Brandolini,Paternal,notebook,Millenium,260585,22600,4,12-05-2026,4.0,Alta
03/04/2022,Em Edmonson,Villa Crespo,electrodomésticos,Ubiquity,169145,22521,10,2026/05/15,4.0,Baja
28/06/2022,Pennie Hess,Palermo,electrodomésticos,Startech,310393,21833,8,18-05-2026,4.0,Media
09/01/2022,Barde Benoist,Floresta,equipos de video,Digitus,313761,23704,3,2026/05/10,3.0,Alta
28/04/2022,Arvin Bernhardi,Chacarita,TV,Digitus,356817,22129,9,12-05-2026,,Baja
28/03/2022,Humfried Woodberry,Palermo,equipos de audio,LG,124922,19675,6,2026/05/15,5.0,Media
17/02/2022,Mufi Panchin,San Martín,PC armada,Netgear,188894,17534,5,18-05-2026,5.0,Alta
07/01/2022,Ursuline Castilla,Chacarita,electrodomésticos,Conceptronic,344773,19523,5,2026/05/10,5.0,Baja
21/03/2022,Pennie Hess,Paternal,PC armada,Huawei,296332,21247,5,12-05-2026,4.0,Media
27/04/2022,Mufi Panchin,Boedo,PC armada,Huawei,451575,23051,8,2026/05/15,4.0,Alta
02/06/2022,Juliet Glynne,Floresta,PC armada,LG,189238,20823,5,18-05-2026,2.0,Baja
31/01/2022,Christel Zambonini,San Martín,PC armada,Engel,359456,18254,6,2026/05/10,3.0,Media
30/01/2022,Christel Zambonini,Ezeiza,PC armada,Synology,401271,19866,5,12-05-2026,2.0,Alta
30/05/2022,Ursuline Castilla,Avellaneda,electrodomésticos,Trust,311373,20466,3,2026/05/15,4.0,Baja
13/03/2022,Timmy Ashlin,Recoleta,TV,Wacom,102269,23291,4,18-05-2026,4.0,Media
17/06/2022,Timmy Ashlin,Paternal,equipos de audio,Ubiquity,430487,24143,9,2026/05/10,1.0,Alta
09/06/2022,Juliet Glynne,Avellaneda,equipos de audio,Samsonite,330090,18438,9,12-05-2026,3.0,Baja
26/05/2022,Dallis Beefon,Flores,electrodomésticos,Samsonite,147176,20773,9,2026/05/15,3.0,Media
24/01/2022,Christel Zambonini,San Nicolás,equipos de audio,Access,160518,25306,7,18-05-2026,5.0,Alta
21/01/2022,Dallis Beefon,Ezpeleta,electrodomésticos,Millenium,124406,17653,7,2026/05/10,2.0,Baja
16/06/2022,Angelita Lambkin,Villa Crespo,notebook,Toshiba,153310,17447,10,12-05-2026,3.0,Media
01/05/2022,Ursuline Castilla,Villa Soldati,electrodomésticos,Kensington,290406,20073,4,2026/05/15,4.0,Alta
08/04/2022,Angelita Lambkin,Recoleta,PC armada,Xiaomi,426953,21750,4,18-05-2026,1.0,Baja
28/01/2022,Arvin Bernhardi,Palermo,electrodomésticos,Synology,354218,20637,4,2026/05/10,3.0,Media
28/06/2022,Humfried Woodberry,Chacarita,equipos de audio,Access,353695,23943,4,12-05-2026,,Alta
23/06/2022,Juliet Glynne,Boedo,electrodomésticos,Belkin,318007,20023,9,2026/05/15,4.0,Baja
31/03/2022,Constantine Creeber,Ezpeleta,notebook,Toshiba,147070,23947,5,18-05-2026,2.0,Media
07/03/2022,Juliet Glynne,Ezpeleta,PC armada,Digitus,149150,17240,7,2026/05/10,5.0,Alta
25/05/2022,Cecil Apted,Floresta,notebook,Netgear,155274,19202,10,12-05-2026,4.0,Baja
29/03/2022,Angelita Lambkin,Flores,TV,LG,204190,25031,3,2026/05/15,3.0,Media
14/06/2022,Dallis Beefon,Boedo,electrodomésticos,Ubiquity,332611,21712,7,18-05-2026,4.0,Alta
15/02/2022,Cecil Apted,Villa Crespo,notebook,Millenium,386362,25072,4,2026/05/10,,Baja
24/06/2022,Timmy Ashlin,Ezeiza,equipos de video,Samsung,415192,24177,8,12-05-2026,1.0,Media
04/06/2022,Ursuline Castilla,San Nicolás,PC armada,Nord,389033,16844,7,2026/05/15,,Alta
01/04/2022,Pennie Hess,Villa Soldati,notebook,Conceptronic,447769,23405,6,18-05-2026,1.0,Baja
01/01/2022,Humfried Woodberry,Villa Soldati,TV,Conceptronic,386682,20614,4,2026/05/10,1.0,Media
02/06/2022,Dallis Beefon,Floresta,electrodomésticos,LG,279146,24935,8,12-05-2026,,Alta
26/02/2022,Barde Benoist,Villa Crespo,PC armada,Access,274780,19291,6,2026/05/15,4.0,Baja
03/05/2022,Mufi Panchin,San Nicolás,equipos de video,Access,256406,22956,9,18-05-2026,1.0,Media
25/01/2022,Cecil Apted,Paternal,electrodomésticos,Synology,287646,20343,4,2026/05/10,4.0,Alta
16/01/2022,Cecil Apted,Floresta,PC armada,Samsung,421186,21047,8,12-05-2026,5.0,Baja
25/05/2022,Barde Benoist,Ezeiza,equipos de audio,Kensington,399025,18616,5,2026/05/15,2.0,Media
20/05/2022,Christel Zambonini,Recoleta,notebook,Vodafone,323255,20106,10,18-05-2026,4.0,Alta
01/04/2022,Humfried Woodberry,Floresta,equipos de audio,Conceptronic,447968,23004,8,2026/05/10,5.0,Baja
23/01/2022,Pennie Hess,Ezeiza,electrodomésticos,Ubiquity,447169,24333,4,12-05-2026,2.0,Media
20/01/2022,Dorotea Brandolini,Floresta,PC armada,Xiaomi,427082,19097,7,2026/05/15,3.0,Alta
13/02/2022,Dallis Beefon,Boedo,equipos de audio,Nord,368346,20730,3,18-05-2026,2.0,Baja
23/03/2022,Ursuline Castilla,Palermo,TV,Toshiba,435689,19140,9,2026/05/10,3.0,Media
15/03/2022,Humfried Woodberry,Paternal,notebook,Ubiquity,345167,21782,6,12-05-2026,4.0,Alta
11/01/2022,Humfried Woodberry,Chacarita,equipos de audio,Startech,269612,16695,7,2026/05/15,3.0,Baja
08/04/2022,Timmy Ashlin,Ezeiza,electrodomésticos,Digitus,127975,22670,8,18-05-2026,1.0,Media
29/03/2022,Em Edmonson,San Martín,electrodomésticos,Millenium,202562,24659,7,2026/05/10,2.0,Alta
26/04/2022,Juliet Glynne,Chacarita,equipos de video,Kensington,390554,18202,5,12-05-2026,4.0,Baja
03/05/2022,Ursuline Castilla,Flores,TV,Samsung,325313,21033,7,2026/05/15,4.0,Media
30/03/2022,Ursuline Castilla,Recoleta,equipos de video,Ubiquity,175346,17796,4,18-05-2026,,Alta
07/02/2022,Cecil Apted,Flores,equipos de audio,Huawei,301564,16751,5,2026/05/10,3.0,Baja
13/04/2022,Barde Benoist,Villa Bosch,electrodomésticos,Startech,234226,21948,8,12-05-2026,4.0,Media
05/06/2022,Arvin Bernhardi,Recoleta,TV,Huawei,306712,19794,6,2026/05/15,3.0,Alta
02/02/2022,Dorotea Brandolini,Avellaneda,PC armada,Netgear,189665,22912,10,18-05-2026,5.0,Baja
02/05/2022,Dallis Beefon,Boedo,PC armada,Kensington,372412,21521,6,2026/05/10,1.0,Media
07/05/2022,Cecil Apted,Chacarita,notebook,Belkin,399865,19705,5,12-05-2026,5.0,Alta
01/04/2022,Dorotea Brandolini,Floresta,PC armada,LG,197363,19555,10,2026/05/15,5.0,Baja
18/06/2022,Angelita Lambkin,Villa Crespo,equipos de video,Digitus,228189,21078,10,18-05-2026,2.0,Media
13/01/2022,Dorotea Brandolini,San Martín,PC armada,Ubiquity,365072,25172,8,2026/05/10,3.0,Alta
26/03/2022,Humfried Woodberry,Villa Soldati,PC armada,Access,432698,22234,9,12-05-2026,4.0,Baja
24/03/2022,Constantine Creeber,Ezpeleta,electrodomésticos,Toshiba,395294,19406,5,2026/05/15,4.0,Media
24/01/2022,Angelita Lambkin,San Martín,equipos de video,Access,274474,21513,10,18-05-2026,5.0,Alta
15/02/2022,Barde Benoist,Villa Bosch,notebook,Huawei,393305,18520,8,2026/05/10,2.0,Baja
04/06/2022,Dorotea Brandolini,Ezeiza,electrodomésticos,Synology,278194,18323,7,12-05-2026,2.0,Media
22/01/2022,Constantine Creeber,San Nicolás,equipos de audio,LG,281092,18997,8,2026/05/15,,Alta
03/05/2022,Cecil Apted,Boedo,TV,Vodafone,414089,22251,4,18-05-2026,4.0,Baja
05/02/2022,Christel Zambonini,Paternal,TV,Ubiquity,303938,20440,8,2026/05/10,2.0,Media
26/04/2022,Timmy Ashlin,Ezeiza,notebook,LG,214748,21525,3,12-05-2026,5.0,Alta
22/02/2022,Dorotea Brandolini,Paternal,TV,Engel,183415,16696,4,2026/05/15,1.0,Baja
25/05/2022,Pennie Hess,Paternal,TV,Vodafone,406622,17056,6,18-05-2026,3.0,Media
19/05/2022,Christel Zambonini,Villa Crespo,notebook,Nord,250317,24151,7,2026/05/10,3.0,Alta
14/01/2022,Em Edmonson,Villa Bosch,TV,Ubiquity,362597,23236,5,12-05-2026,,Baja
18/06/2022,Timmy Ashlin,Paternal,equipos de audio,Huawei,390892,17051,9,2026/05/15,1.0,Media
06/03/2022,Christel Zambonini,San Nicolás,PC armada,Access,229582,20860,10,18-05-2026,1.0,Alta
04/01/2022,Dallis Beefon,Boedo,PC armada,Nord,396479,16909,7,2026/05/10,2.0,Baja
17/05/2022,Juliet Glynne,Paternal,electrodomésticos,Nord,400748,17302,4,12-05-2026,2.0,Media
31/03/2022,Juliet Glynne,San Nicolás,PC armada,Millenium,434446,18692,3,2026/05/15,1.0,Alta
18/02/2022,Dallis Beefon,Floresta,equipos de audio,Ubiquity,172402,21725,6,18-05-2026,3.0,Baja
08/05/2022,Ursuline Castilla,Ezpeleta,TV,Access,220101,20182,8,2026/05/10,4.0,Media
27/04/2022,Angelita Lambkin,San Martín,PC armada,Millenium,139995,19073,5,12-05-2026,3.0,Alta
29/01/2022,Dorotea Brandolini,Floresta,PC armada,Synology,239793,24395,5,2026/05/15,,Baja
15/05/2022,Constantine Creeber,Ezpeleta,TV,Xiaomi,177669,16572,4,18-05-2026,5.0,Media
08/04/2022,Constantine Creeber,Avellaneda,equipos de audio,Vodafone,331425,24220,7,2026/05/10,5.0,Alta
08/02/2022,Barde Benoist,Paternal,PC armada,Trust,319793,22345,9,12-05-2026,5.0,Baja
11/06/2022,Juliet Glynne,Ezeiza,PC armada,Toshiba,277313,20544,8,2026/05/15,2.0,Media
06/04/2022,Pennie Hess,Boedo,TV,Conceptronic,365196,17729,10,18-05-2026,4.0,Alta
27/06/2022,Angelita Lambkin,San Martín,equipos de video,Engel,138937,22934,9,2026/05/10,5.0,Baja
24/02/2022,Em Edmonson,Recoleta,notebook,Access,162269,24021,3,12-05-2026,4.0,Media
14/03/2022,Arvin Bernhardi,San Nicolás,equipos de video,Wacom,294393,24105,5,2026/05/15,4.0,Alta
06/01/2022,Dallis Beefon,Ezpeleta,equipos de audio,Access,143381,20486,9,18-05-2026,4.0,Baja
09/05/2022,Barde Benoist,Villa Bosch,TV,Huawei,251988,23644,3,2026/05/10,,Media
10/01/2022,Timmy Ashlin,Villa Crespo,equipos de audio,LG,362340,18212,6,12-05-2026,5.0,Alta
30/03/2022,Em Edmonson,Villa Crespo,notebook,Vodafone,203646,16606,3,2026/05/15,5.0,Baja
14/01/2022,Christel Zambonini,Avellaneda,equipos de video,Engel,117618,19180,5,18-05-2026,5.0,Media
24/01/2022,Dallis Beefon,Avellaneda,equipos de audio,Xiaomi,256607,19295,9,2026/05/10,4.0,Alta
25/05/2022,Christel Zambonini,Ezpeleta,equipos de audio,Engel,324087,22224,3,12-05-2026,5.0,Baja
27/04/2022,Humfried Woodberry,Paternal,electrodomésticos,Samsonite,383750,19731,10,2026/05/15,5.0,Media
12/02/2022,Christel Zambonini,Villa Bosch,notebook,Vodafone,449320,20214,9,18-05-2026,5.0,Alta
14/05/2022,Angelita Lambkin,Villa Crespo,TV,Xiaomi,211587,19607,3,2026/05/10,2.0,Baja
11/04/2022,Arvin Bernhardi,Villa Soldati,equipos de audio,Huawei,402531,19511,6,12-05-2026,2.0,Media
11/02/2022,Constantine Creeber,Villa Soldati,TV,Wacom,414472,18837,7,2026/05/15,1.0,Alta
18/02/2022,Em Edmonson,Ezpeleta,notebook,LG,357965,21734,6,18-05-2026,3.0,Baja
16/06/2022,Timmy Ashlin,Flores,PC armada,Samsung,401091,21919,5,2026/05/10,2.0,Media
10/04/2022,Cecil Apted,Ezpeleta,notebook,Huawei,251452,23109,3,12-05-2026,1.0,Alta
25/01/2022,Pennie Hess,Avellaneda,PC armada,Xiaomi,145780,25234,6,2026/05/15,3.0,Baja
28/04/2022,Christel Zambonini,Flores,equipos de audio,Belkin,114617,20556,5,18-05-2026,1.0,Media
19/01/2022,Mufi Panchin,Recoleta,PC armada,Xiaomi,265057,23069,9,2026/05/10,3.0,Alta
05/06/2022,Dallis Beefon,Ezpeleta,equipos de video,Kensington,121426,21204,4,12-05-2026,3.0,Baja
29/01/2022,Cecil Apted,Villa Bosch,PC armada,Samsonite,340546,22225,10,2026/05/15,,Media
12/02/2022,Constantine Creeber,Floresta,electrodomésticos,Samsonite,408782,20349,5,18-05-2026,4.0,Alta
03/05/2022,Dorotea Brandolini,San Nicolás,PC armada,Access,151411,18316,7,2026/05/10,5.0,Baja
20/02/2022,Dallis Beefon,Palermo,PC armada,LG,132253,16748,5,12-05-2026,2.0,Media
22/06/2022,Dorotea Brandolini,Paternal,electrodomésticos,Access,211315,19541,8,2026/05/15,2.0,Alta
10/02/2022,Timmy Ashlin,Palermo,PC armada,Access,146634,17150,8,18-05-2026,1.0,Baja
16/06/2022,Barde Benoist,Ezpeleta,electrodomésticos,Huawei,269829,19042,8,2026/05/10,1.0,Media
17/06/2022,Timmy Ashlin,Floresta,electrodomésticos,Kensington,132077,20401,7,12-05-2026,3.0,Alta
01/01/2022,Constantine Creeber,Floresta,equipos de video,Conceptronic,264834,21140,8,2026/05/15,4.0,Baja
15/02/2022,Constantine Creeber,Avellaneda,PC armada,Wacom,146856,17191,3,18-05-2026,,Media
19/02/2022,Cecil Apted,San Martín,TV,Digitus,245869,22186,8,2026/05/10,3.0,Alta
27/04/2022,Cecil Apted,Avellaneda,equipos de video,Ubiquity,264471,19787,9,12-05-2026,5.0,Baja
19/04/2022,Cecil Apted,Ezpeleta,equipos de audio,Huawei,120654,16696,8,2026/05/15,5.0,Media
30/01/2022,Angelita Lambkin,San Nicolás,equipos de video,Access,163927,20933,4,18-05-2026,1.0,Alta
28/05/2022,Em Edmonson,Floresta,equipos de video,Ubiquity,368788,20758,5,2026/05/10,,Baja
13/02/2022,Arvin Bernhardi,Boedo,equipos de video,LG,258935,21330,10,12-05-2026,,Media
31/01/2022,Humfried Woodberry,San Martín,TV,Millenium,395583,17743,3,2026/05/15,,Alta
18/05/2022,Barde Benoist,Ezeiza,notebook,Xiaomi,313634,23430,9,18-05-2026,4.0,Baja
10/02/2022,Juliet Glynne,Paternal,equipos de video,Wacom,381291,17243,10,2026/05/10,1.0,Baja
