venta_id,documento_cliente,cliente,correo,fecha_compra,monto,moneda,canal,cantidad_items
V000469, 32043100 ,Federico Acosta, federico.acosta.59@empresa.com.ar ,15/10/2025,18071.55,ARS,Marketplace,4
V000470,32043100,Federico Acosta,federico.acosta.59@empresa.com.ar,31/07/2025,56311.46,ARS,Marketplace,2
V000471,,FEDERICO ACOSTA,federico.acosta.59@empresa.com.ar,23/04/2026,13864.19,ARS,Tienda,2
V000472,32043100,Federico Acosta,federico.acosta.59@empresa.com.ar,26/06/2024,14989.2,ARS,Marketplace,1
V000473,32-043-100,FEDERICO ACOSTA,,07-08-26,17720.51,ARS,App,1
V000474,32.043.100,Federico Acosta,FEDERICO.ACOSTA.59@EMPRESA.COM.AR,2024-02-08,20272.31,ARS,Web,1
V000475, 28984327 ,Lucia M. Acosta, lucia.matias.acosta.54@outlook.com ,18-01-26,13578.2,ARS,Tienda,2
V000476,28.984.327,Lucia Matias Acosta,lucia.matias.acosta.54@outlook.com,15-07-26,15933.98,ARS,Web,4
V000477, 28984327 ,LUCIA MATIAS ACOSTA,LUCIA.MATIAS.ACOSTA.54@OUTLOOK.COM,30-04-25,17055.27,ARS,Marketplace,1
V000478,,Lucía Matías Acosta, lucia.matias.acosta.54@outlook.com ,28-01-25,59038.07,ARS,App,2
V000479,28984327,Lucia Acosta,luciamatiasacosta54@outlook.com,09/12/2024,116279.12,ARS,App,2
V000480,28.010.330,Leandro Benitez, leandro.benitez.85@empresa.com.ar ,2024-06-06,55820.33,ARS,Marketplace,1
V000481,28-010-330,Leandro Benitez,LEANDRO.BENITEZ.85@EMPRESA.COM.AR,03/03/2024,21203.82,ARS,Marketplace,3
V000482,28.010.330,Leandro Benítez,leandro.benitez.85@empresa.com.ar,23-02-26,19026.44,ARS,Tienda,1
V000483,28-010-330,Leandro Benitez,LEANDRO.BENITEZ.85@EMPRESA.COM.AR,2024-10-04,5822.34,ARS,Web,1
V000484,28.010.330,Leandro Benitez,leandro.benitez.85@empresa.com.ar,08-05-25,12654.18,ARS,Web,3
V000485,34586391,Sofia Lopez,sofia.lopez.17@gmail.com,20/05/2025,30782.54,ARS,App,3
V000486,34.586.391,SOFIA LOPEZ,sofia.lopez.17@gmail.com,22/07/2025,27511.85,ARS,Web,6
V000487, 34586391 ,Sofía López,sofialopez17@gmail.com,12/03/2025,4679.44,ARS,Marketplace,1
V000488, 22919872 ,Diego Ortiz,DIEGO.ORTIZ.89@OUTLOOK.COM,27/04/2025,262.34,USD,Marketplace,2
V000489,22.919.872,Diego Ortiz,DIEGO.ORTIZ.89@OUTLOOK.COM,2024-07-23,68157.94,ARS,App,2
V000490, 22919872 ,DIEGO ORTIZ,,28/11/2025,1500000.0,ARS,Tienda,2
V000491,21-719-500,Sofia Rojas, sofia.carolina.rojas.56@empresa.com.ar ,08-11-24,18053.54,ARS,Web,4
V000492,21.719.500,Sofia Carolina Rojas, sofia.carolina.rojas.56@empresa.com.ar ,31-08-25,24930.36,ARS,Marketplace,1
V000493,21-719-500,Sofia Carolina Rojas,sofia.carolina.rojas.56@empresa.com.ar,05-08-25,41193.06,ARS,Web,2
V000494,21-719-500,Sofia C. Rojas,sofia.carolina.rojas.56@empresa.com.ar,28/03/2026,14606.67,ARS,Web,3
V000495,,María Suárez,mariasuarez14@gmail.com,14/05/2024,41369.12,ARS,Marketplace,4
V000496, 35094276 ,Maria Suarez,maria.suarez.14@gmail.com,16-09-24,32634.75,ARS,App,1
V000497,35.094.276,Maria Suarez, maria.suarez.14@gmail.com ,01/01/2024,33880.84,ARS,Marketplace,1
V000498,35094276,Maria Suarez,MARIA.SUAREZ.14@GMAIL.COM,25/05/2024,21973.71,ARS,Marketplace,1
V000499,35.094.276,MARIA SUAREZ,maria.suarez.14@gmail.com,2025-09-01,27600.66,ARS,Web,4
V000500,35.094.276,Maria Suarez,,05-03-25,13227.72,ARS,Tienda,1
V000501, 47775863 ,Tomas Suarez,TOMAS.SUAREZ.94@EMPRESA.COM.AR,19/05/2025,17.91,USD,Tienda,3
V000502,47-775-863,Tomas Suarez,tomassuarez94@empresa.com.ar,15-10-24,18022.02,ARS,App,2
V000503,47.775.863,TOMAS SUAREZ,TOMAS.SUAREZ.94@EMPRESA.COM.AR,2026-05-22,28407.35,ARS,Web,1
V000504,38114535,Sofía Molina,sofia.molina.78@hotmail.com,2025-01-26,17259.48,ARS,Tienda,2
V000505,38114535,Sofía Molina,sofia.molina.78@hotmail.com,2026-05-10,23449.04,ARS,App,1
V000506, 38114535 ,Sofia Molina,sofia.molina.78@hotmail.com,25-03-25,25820.92,ARS,App,3
V000507,36287184,Rocio Rodriguez, rocio.rodriguez.39@hotmail.com ,28/12/2024,67214.77,ARS,Marketplace,1
V000508,36.287.184,Rocío Rodríguez,ROCIO.RODRIGUEZ.39@HOTMAIL.COM,31-01-24,23134.75,ARS,Tienda,5
V000509,36-287-184,ROCIO RODRIGUEZ,rocio.rodriguez.39@hotmail.com,15-07-26,24271.71,ARS,App,2
V000510,,DANIELA FLORES,DANIELA.FLORES.59@EMPRESA.COM.AR,13/02/2024,96495.18,ARS,Marketplace,1
V000511,,Daniela Flores, daniela.flores.59@empresa.com.ar ,2025-10-10,108796.25,ARS,App,3
V000512,24.901.084,Daniela Flores,daniela.flores.59@empresa.com.ar,11/07/2024,36541.89,ARS,App,5
V000513,24901084,Daniela Flores,DANIELA.FLORES.59@EMPRESA.COM.AR,19/05/2026,24938.13,ARS,Marketplace,2
V000514,24.901.084,Daniela Flores,,29/10/2025,80232.16,ARS,App,4
V000515,24901084,Daniela Flores,,2025-01-20,151696.85,ARS,Web,2
V000516,49.827.543,Carolina Gomez,CAROLINA.GOMEZ.46@OUTLOOK.COM,05/08/2026,77864.56,ARS,Tienda,2
V000517,49-827-543,Carolina Gómez,CAROLINA.GOMEZ.46@OUTLOOK.COM,27/03/2026,5786.88,ARS,Web,1
V000518,49.827.543,Carolina Gomez,CAROLINA.GOMEZ.46@OUTLOOK.COM,11/03/2024,15521.59,ARS,App,3
V000519,49827543,Carolina Gomez,CAROLINA.GOMEZ.46@OUTLOOK.COM,22/11/2025,13586.07,ARS,App,3
V000520,49-827-543,Carolina Gomez,carolina.gomez.46@outlook.com,15-06-25,34937.09,ARS,Marketplace,3
V000521, 23605706 ,Agustina Silva, agustina.silva.95@outlook.com ,19/09/2024,6366.7,ARS,Marketplace,5
V000522,23-605-706,Agustina Silva, agustina.silva.95@outlook.com ,2024-10-13,26205.91,ARS,App,3
V000523, 23605706 ,Agustina Silva, agustina.silva.95@outlook.com ,08/02/2024,18244.25,ARS,App,1
V000524,23605706,Agustina Silva, agustina.silva.95@outlook.com ,20/10/2025,38337.05,ARS,Web,2
V000525,35-358-120,Leandro Castro,leandro.castro.79@empresa.com.ar,19-01-26,7387.25,ARS,Tienda,1
V000526,35.358.120,Leandro Castro, leandro.castro.79@empresa.com.ar ,13/01/2026,11924.15,ARS,Marketplace,5
V000527,35.358.120,Leandro Castro,,2025-11-05,25324.19,ARS,Web,3
V000528,35358120,LEANDRO CASTRO, leandro.castro.79@empresa.com.ar ,05-10-25,140414.14,ARS,App,1
V000529,35-358-120,Leandro Castro,LEANDRO.CASTRO.79@EMPRESA.COM.AR,18-07-25,24863.36,ARS,Tienda,1
V000530,35.358.120,Leandro Castro,LEANDRO.CASTRO.79@EMPRESA.COM.AR,2024-09-24,170581.21,ARS,App,5
V000531,35.470.246,Florencia Álvarez, florencia.alvarez.15@outlook.com ,02-11-24,70909.71,ARS,Web,4
V000532,35.470.246,FLORENCIA ALVAREZ,FLORENCIA.ALVAREZ.15@OUTLOOK.COM,24-05-26,91098.3,ARS,App,3
V000533, 35470246 ,FLORENCIA ALVAREZ,florencia.alvarez.15@outlook.com,2025-11-27,111576.18,ARS,Marketplace,4
V000534,35.470.246,Florencia Alvarez, florencia.alvarez.15@outlook.com ,27-11-24,298723.04,ARS,Tienda,2
V000535,35470246,Florencia Alvarez,,24/11/2024,169283.98,ARS,App,4
V000536,35.470.246,Florencia Alvarez,FLORENCIA.ALVAREZ.15@OUTLOOK.COM,07-07-24,157582.7,ARS,Tienda,1
V000537,31-017-940,Paula S. Silva,PAULA.SEBASTIAN.SILVA.25@EMPRESA.COM.AR,19-10-24,33042.2,ARS,Web,1
V000538,31017940,Paula Silva,PAULA.SEBASTIAN.SILVA.25@EMPRESA.COM.AR,10/04/2024,13382.99,ARS,Web,1
V000539,20800214,Micaela Ramírez, camila.diaz.18@gmail.com ,2024-11-26,19377.48,ARS,Marketplace,1
V000540,20.800.214,Micaela Ramirez,camila.diaz.18@gmail.com,2024-11-11,12642.08,ARS,Marketplace,2
V000541,49.806.301,Camila Silva,CAMILA.SILVA.30@GMAIL.COM,23/03/2026,70951.75,ARS,App,2
V000542,49.806.301,Camila Silva,,2024-01-19,26663.08,ARS,Marketplace,5
V000543, 49806301 ,Camila Silva,CAMILA.SILVA.30@GMAIL.COM,2025-10-22,24195.75,ARS,App,1
V000544,49.806.301,Camila Silva, camila.silva.30@gmail.com ,2025-07-14,19497.27,ARS,Web,1
V000545,,CAMILA SILVA,camila.silva.30@gmail.com,2025-08-02,31925.91,ARS,Tienda,1
V000546,49806301,Camila Silva,CAMILA.SILVA.30@GMAIL.COM,2026-04-25,19632.57,ARS,App,2
V000547,28-718-857,Federico M. Lopez, federico.martin.lopez.13@empresa.com.ar ,30-05-25,43653.39,ARS,Web,1
V000548,28718857,FEDERICO MARTIN LOPEZ,FEDERICO.MARTIN.LOPEZ.13@EMPRESA.COM.AR,12/07/2024,67196.41,ARS,Marketplace,1
V000549,,Federico Martín López, federico.martin.lopez.13@empresa.com.ar ,12/04/2026,37072.41,ARS,Web,1
V000550,28-718-857,FEDERICO MARTIN LOPEZ,,2025-07-31,11343.28,ARS,Web,3
V000551, 28718857 ,Federico Lopez,federico.martin.lopez.13@empresa.com.ar,17/01/2025,114608.27,ARS,Tienda,1
V000552, 28718857 ,Federico M. Lopez,,17-11-24,36842.15,ARS,Tienda,1
V000553,28718857,Federico Lopez,,13-04-26,60696.76,ARS,App,6
V000554,30503680,Andres Rojas,andres.rojas.6@empresa.com.ar,2026-01-20,54401.14,ARS,Marketplace,1
V000555,30-503-680,Andres Rojas,andres.rojas.6@empresa.com.ar,21-04-25,14208.54,ARS,Tienda,1
V000556,30.503.680,Andres Rojas,,01-08-24,26004.1,ARS,Web,2
V000557,30.503.680,Andres Rojas, andres.rojas.6@empresa.com.ar ,15-07-25,39590.37,ARS,Web,4
V000558,32-760-352,Rocio Diaz,ROCIO.DIAZ.20@OUTLOOK.COM,01-12-25,158163.99,ARS,Web,1
V000559,32760352,ROCIO DIAZ,rociodiaz20@outlook.com,10-11-25,39804.11,ARS,App,1
V000560,32.760.352,Rocio Diaz, rocio.diaz.20@outlook.com ,03/11/2024,44753.73,ARS,Tienda,1
V000561,32802482,Matias Acosta,MATIAS.ACOSTA.85@OUTLOOK.COM,2025-08-23,15264.53,ARS,Tienda,1
V000562, 32802482 ,Matias Acosta,MATIAS.ACOSTA.85@OUTLOOK.COM,23/10/2025,38481.49,ARS,Marketplace,4
V000563,,Matías Acosta, matias.acosta.85@outlook.com ,24/05/2025,143380.99,ARS,Tienda,4
V000564,32-802-482,Matias Acosta,,04-06-26,18071.15,ARS,Marketplace,4
V000565,32802482,Matias Acosta,matias.acosta.85@outlook.com,17-02-25,125248.59,ARS,Web,1
V000566,32.802.482,Matias Acosta,matias.acosta.85@outlook.com,09-06-25,22700.33,ARS,Web,4
V000567,32-802-482,Matías Acosta,matias.acosta.85@outlook.com,20-09-24,244526.17,ARS,Web,2
V000568, 45217576 ,Gonzalo Acosta,gonzaloacosta33@gmail.com,12/06/2024,17222.18,ARS,Tienda,2
V000569,45-217-576,Gonzalo Acosta,GONZALO.ACOSTA.33@GMAIL.COM,10-08-26,57345.2,ARS,Web,3
V000570, 45217576 ,Gonzalo Acosta,,20/05/2024,29229.05,ARS,Web,5
V000571, 45217576 ,GONZALO ACOSTA,,2025-12-10,16080.36,ARS,App,1
V000572, 45174168 ,Gonzalo Acosta,GONZALO.ACOSTA.77@OUTLOOK.COM,2025-03-20,15801.1,ARS,App,2
V000573,35.442.714,Tomas Rojas,TOMAS.ROJAS.70@GMAIL.COM,14-05-24,29011.19,ARS,App,1
V000574,35-380-018,Daniela Andres Diaz,daniela.andres.diaz.31@empresa.com.ar,03-01-24,38907.25,ARS,Web,1
V000575,35380018,DANIELA ANDRES DIAZ,DANIELA.ANDRES.DIAZ.31@EMPRESA.COM.AR,27/04/2024,28325.88,ARS,Tienda,4
V000576,35380018,Daniela Andrés Díaz, daniela.andres.diaz.31@empresa.com.ar ,2024-08-13,8906.46,ARS,Marketplace,1
V000577,35.380.018,DANIELA ANDRES DIAZ, daniela.andres.diaz.31@empresa.com.ar ,2026-02-12,28520.32,ARS,App,2
V000578,35-699-736,Julieta Molina,julieta.molina.58@outlook.com,2024-07-29,24667.24,ARS,App,1
V000579,,Julieta Molina, julieta.molina.58@outlook.com ,05/02/2026,13089.84,ARS,Tienda,2
V000580, 35699736 ,Julieta Molina,julietamolina58@outlook.com,04-10-24,11618.2,ARS,Web,1
V000581, 35699736 ,Julieta Molina,JULIETA.MOLINA.58@OUTLOOK.COM,05/09/2024,24027.03,ARS,Web,1
V000582,31-429-687,Agustina Rodriguez,AGUSTINA.RODRIGUEZ.81@GMAIL.COM,2026-05-28,10952.49,ARS,Web,3
V000583, 31429687 ,AGUSTINA RODRIGUEZ,agustina.rodriguez.81@gmail.com,29-02-24,48499.28,ARS,Web,1
V000584,31429687,Agustina Rodriguez, agustina.rodriguez.81@gmail.com ,05/06/2026,34664.04,ARS,App,4
V000585,31.429.687,AGUSTINA RODRIGUEZ,agustina.rodriguez.81@gmail.com,30/06/2024,65844.11,ARS,Tienda,2
V000586, 47055861 ,Joaquin Lopez, joaquin.lopez.59@gmail.com ,09/07/2026,9156.97,ARS,Web,2
V000587, 47055861 ,JOAQUIN LOPEZ,joaquin.lopez.59@gmail.com,2025-06-26,23669.32,ARS,Tienda,2
V000588,42489808,Leandro Romero, leandro.romero.6@hotmail.com ,09/12/2025,54797.28,ARS,App,5
V000589, 42489808 ,LEANDRO ROMERO, leandro.romero.6@hotmail.com ,2024-01-22,43016.13,ARS,Web,2
V000590,42-489-808,Leandro Romero, leandro.romero.6@hotmail.com ,13/07/2025,28160.96,ARS,Marketplace,3
V000591,42489808,Leandro Romero,LEANDRO.ROMERO.6@HOTMAIL.COM,22-10-24,52124.37,ARS,App,4
V000592,20993851,Franco Tomas Ortiz,FRANCO.TOMAS.ORTIZ.78@EMPRESA.COM.AR,01-05-24,23970.29,ARS,App,5
V000593,20993851,FRANCO TOMAS ORTIZ, franco.tomas.ortiz.78@empresa.com.ar ,19/03/2026,123487.86,ARS,Web,2
V000594,,Franco Tomas Ortiz, franco.tomas.ortiz.78@empresa.com.ar ,10-11-24,30944.78,ARS,Tienda,1
V000595,20.993.851,Franco Tomas Ortiz,franco.tomas.ortiz.78@empresa.com.ar,2026-08-16,34618.69,ARS,Web,3
V000596, 20993851 ,Franco Tomas Ortiz,franco.tomas.ortiz.78@empresa.com.ar,03-08-26,46969.31,ARS,Web,5
V000597,31-570-412,Camila Flores,camila.flores.2@gmail.com,14/03/2025,281804.55,ARS,App,4
V000598, 31570412 ,Camila Flores,CAMILA.FLORES.2@GMAIL.COM,2025-04-05,144994.6,ARS,Marketplace,2
V000599, 31570412 ,Camila Flores,CAMILA.FLORES.2@GMAIL.COM,01-04-26,297139.4,ARS,Web,1
V000600,31-570-412,Camila Flores, camila.flores.2@gmail.com ,2026-06-28,113566.67,ARS,Marketplace,2
V000601,,Camila Flores,camila.flores.2@gmail.com,21-07-26,146948.58,ARS,App,1
V000602,31-570-412,Camila Flores,CAMILA.FLORES.2@GMAIL.COM,2024-07-26,173089.82,ARS,Tienda,2
V000603,31.570.412,Camila Flores, camila.flores.2@gmail.com ,20/04/2026,162856.63,ARS,Web,2
V000604,31-570-412,Camila Flores,,2024-09-19,106012.96,ARS,Marketplace,2
V000605,31-570-412,Camila Flores,CAMILA.FLORES.2@GMAIL.COM,03/02/2026,54117.19,ARS,Web,2
V000606,26.479.676,Sofia Leandro Romero,,20/10/2025,48570.31,ARS,Marketplace,1
V000607,26.479.676,Sofia Leandro Romero, sofia.leandro.romero.66@hotmail.com ,17/02/2025,64304.53,ARS,Marketplace,1
V000608,26-686-805,Leandro Ruiz,leandro.ruiz.11@gmail.com,2024-01-28,82531.03,ARS,Marketplace,3
V000609, 26686805 ,Leandro Ruiz,LEANDRO.RUIZ.11@GMAIL.COM,2024-09-09,10645.18,ARS,Web,2
V000610,26-686-805,LEANDRO RUIZ,,2025-12-29,57768.99,ARS,Marketplace,2
V000611,,Leandro Ruiz, leandro.ruiz.11@gmail.com ,06-09-24,39696.38,ARS,Web,1
V000612,26686805,Leandro Ruiz, leandro.ruiz.11@gmail.com ,05-12-25,19337.82,ARS,Tienda,4
V000613,42000097,FEDERICO SUAREZ,,2024-02-24,901466.62,ARS,Tienda,2
V000614,42.000.097,FEDERICO SUAREZ,FEDERICO.SUAREZ.19@OUTLOOK.COM,29/07/2024,160233.67,ARS,Marketplace,2
V000615,42000097,Federico Suarez,federico.suarez.19@outlook.com,28-01-24,253106.29,ARS,Web,2
V000616,42000097,Federico Suárez,federico.suarez.19@outlook.com,2025-03-31,109427.08,ARS,App,2
V000617,42.000.097,Federico Suarez,federico.suarez.19@outlook.com,28-04-24,179141.63,ARS,Web,1
V000618,35955326,Matías Torres,matias.torres.74@gmail.com,26/11/2024,45258.91,ARS,App,2
V000619,35.955.326,MATIAS TORRES,,2025-10-18,20093.5,ARS,App,1
V000620,,Matias Torres,matias.torres.74@gmail.com,2024-10-03,9911.29,ARS,App,4
V000621,35955326,Matias Torres,MATIAS.TORRES.74@GMAIL.COM,2024-05-10,2500.0,ARS,Web,4
V000622,35-955-326,Matias Torres, matias.torres.74@gmail.com ,13/03/2024,18516.95,ARS,Tienda,1
V000623,37-730-682,Daniela Ramírez,DANIELA.RAMIREZ.50@OUTLOOK.COM,09/06/2026,18779.16,ARS,Marketplace,1
V000624,,Daniela Ramírez,DANIELA.RAMIREZ.50@OUTLOOK.COM,2024-02-27,2582.3,ARS,Tienda,1
V000625, 37730682 ,Daniela Ramirez,DANIELA.RAMIREZ.50@OUTLOOK.COM,28/05/2024,37592.72,ARS,App,2
V000626, 27567436 ,Juan Tomas Molina, juan.tomas.molina.71@empresa.com.ar ,22/10/2025,65903.76,ARS,App,5
V000627,27567436,Juan Molina,,08-08-25,35831.13,ARS,Marketplace,2
V000628,27567436,Juan Molina,juan.tomas.molina.71@empresa.com.ar,06-05-25,21557.52,ARS,Web,1
V000629, 27567436 ,Juan Molina,JUAN.TOMAS.MOLINA.71@EMPRESA.COM.AR,22-03-24,29406.29,ARS,App,3
V000630, 40893195 ,Agustina Benitez,agustina.benitez.49@empresa.com.ar,2025-04-21,68680.6,ARS,App,2
V000631,40893195,Agustina Benitez,AGUSTINA.BENITEZ.49@EMPRESA.COM.AR,25/02/2026,15700.13,ARS,Marketplace,3
V000632,40-893-195,Agustina Benítez,,2024-03-08,121941.15,ARS,Web,1
V000633,40-893-195,Agustina Benítez,agustina.benitez.49@empresa.com.ar,2025-04-22,39918.58,ARS,App,3
V000634,26731217,VALENTINA ROMERO, valentina.romero.94@empresa.com.ar ,2025-12-27,7291.07,ARS,App,2
V000635,30-521-997,Sebastián Flores,SEBASTIAN.FLORES.5@EMPRESA.COM.AR,2024-10-15,67988.67,ARS,App,5
V000636,30.521.997,Sebastian Flores,sebastian.flores.5@empresa.com.ar,17/12/2025,38.8,USD,Tienda,1
V000637, 30521997 ,Sebastián Flores,SEBASTIAN.FLORES.5@EMPRESA.COM.AR,17-03-25,25724.94,ARS,Web,5
V000638,44191672,Tomas Joaquin Romero,tomasjoaquinromero8@empresa.com.ar,2025-04-07,5654.83,ARS,Marketplace,4
V000639,44191672,TOMAS JOAQUIN ROMERO, tomas.joaquin.romero.8@empresa.com.ar ,23/05/2026,30761.08,ARS,Tienda,2
V000640,44191672,TOMAS JOAQUIN ROMERO,,19-01-25,50402.72,ARS,Tienda,1
V000641,44-191-672,Tomas Joaquin Romero,TOMAS.JOAQUIN.ROMERO.8@EMPRESA.COM.AR,09/11/2024,24950.66,ARS,App,1
V000642,28.095.882,Julieta Benitez,julieta.benitez.71@hotmail.com,10/07/2025,18580.51,ARS,Web,3
V000643,28.095.882,Julieta Benitez,JULIETA.BENITEZ.71@HOTMAIL.COM,07/09/2025,14867.65,ARS,Marketplace,1
V000644,36.354.851,FEDERICO FERNANDEZ, federico.fernandez.29@gmail.com ,01-11-25,83685.62,ARS,App,2
V000645,36354851,Federico Fernandez,FEDERICO.FERNANDEZ.29@GMAIL.COM,07/08/2024,254887.46,ARS,Web,1
V000646, 43505109 ,Sebastian S. Romero,SEBASTIAN.SOFIA.ROMERO.38@EMPRESA.COM.AR,2026-03-28,143154.57,ARS,App,4
V000647,43.505.109,Sebastian Romero,sebastian.sofia.romero.38@empresa.com.ar,24/02/2025,24868.54,ARS,Marketplace,2
V000648,21005720,Carolina Rodriguez,CAROLINA.RODRIGUEZ.40@EMPRESA.COM.AR,22/08/2025,10409.02,ARS,Web,2
V000649, 21005720 ,Carolina Rodriguez,CAROLINA.RODRIGUEZ.40@EMPRESA.COM.AR,29/06/2026,20645.5,ARS,Marketplace,4
V000650,21.005.720,Carolina Rodriguez,carolina.rodriguez.40@empresa.com.ar,2025-02-20,22703.71,ARS,App,2
V000651,28-241-469,Carolina Navarro, carolina.navarro.40@gmail.com ,2024-12-19,34610.77,ARS,Web,1
V000652,28-241-469,Carolina Navarro,carolina.navarro.40@gmail.com,29/06/2025,40614.47,ARS,Web,1
V000653,28241469,Carolina Navarro, carolina.navarro.40@gmail.com ,06/01/2025,20113.4,ARS,App,1
V000654,28-241-469,Carolina Navarro,,19/11/2024,14203.0,ARS,Web,5
V000655,28.241.469,Carolina Navarro,CAROLINA.NAVARRO.40@GMAIL.COM,2026-01-21,20358.89,ARS,Web,3
V000656,45.489.119,Carlos Benitez, carlos.benitez.80@hotmail.com ,2025-01-09,47380.6,ARS,Web,3
V000657,45-489-119,Carlos Benitez, carlos.benitez.80@hotmail.com ,01-12-25,17453.75,ARS,Web,2
V000658, 45489119 ,Carlos Benitez,,07/07/2024,42877.54,ARS,App,1
V000659,37-064-102,Gonzalo Fernandez,,16/12/2025,49272.29,ARS,Marketplace,7
V000660,37.064.102,Gonzalo Fernandez,,28/08/2024,15497.16,ARS,Web,4
V000661,36.602.230,Paula Benitez, paula.benitez.13@gmail.com ,09-04-24,99353.99,ARS,App,1
V000662,45187864,MATIAS MARTINEZ,MATIAS.MARTINEZ.76@OUTLOOK.COM,2024-07-26,209135.64,ARS,Tienda,2
V000663,45-187-864,Matias Martinez,MATIAS.MARTINEZ.76@OUTLOOK.COM,03-01-26,201121.01,ARS,App,4
V000664,45.187.864,Matías Martínez, matias.martinez.76@outlook.com ,2025-09-17,87142.72,ARS,App,4
V000665,45187864,Matías Martínez, matias.martinez.76@outlook.com ,11/10/2024,114650.15,ARS,App,3
V000666,30-419-576,Valentina Sánchez,VALENTINA.SANCHEZ.53@OUTLOOK.COM,2025-01-30,51683.47,ARS,App,1
V000667, 30419576 ,VALENTINA SANCHEZ,valentina.sanchez.53@outlook.com,30-11-25,16054.78,ARS,Tienda,2
V000668,30-419-576,Valentina Sanchez,valentinasanchez53@outlook.com,16-04-25,3751.56,ARS,Tienda,1
V000669,46187700,Tomás Matías López,TOMAS.MATIAS.LOPEZ.11@EMPRESA.COM.AR,16-05-24,6567.34,ARS,Tienda,3
V000670,46187700,Tomas Matias Lopez,tomas.matias.lopez.11@empresa.com.ar,24-07-26,63575.06,ARS,App,2
V000671, 46187700 ,Tomas Matias Lopez,tomas.matias.lopez.11@empresa.com.ar,08-01-25,190057.32,ARS,Web,2
V000672,46-187-700,Tomas Matias Lopez, tomas.matias.lopez.11@empresa.com.ar ,09-11-25,96354.41,ARS,Marketplace,1
V000673,35509837,Joaquín Rodríguez,JOAQUIN.RODRIGUEZ.68@GMAIL.COM,01-10-24,64810.27,ARS,App,1
V000674,35-509-837,Joaquín Rodríguez,JOAQUIN.RODRIGUEZ.68@GMAIL.COM,21-01-26,56115.81,ARS,Tienda,2
V000675,35.509.837,Joaquin Rodriguez,,17-06-25,19175.45,ARS,Web,2
V000676,35-509-837,JOAQUIN RODRIGUEZ,JOAQUIN.RODRIGUEZ.68@GMAIL.COM,22-05-25,29701.33,ARS,Marketplace,5
V000677, 35509837 ,Joaquin Rodriguez,joaquin.rodriguez.68@gmail.com,20-05-24,45008.35,ARS,Web,3
V000678, 35509837 ,Joaquín Rodríguez,joaquin.rodriguez.68@gmail.com,11/09/2024,7524.66,ARS,Marketplace,2
V000679,32.909.159,MARIA CASTRO,MARIA.CASTRO.35@GMAIL.COM,31/12/2025,38062.19,ARS,Marketplace,2
V000680,32.909.159,Maria Castro,mariacastro35@gmail.com,27/07/2024,18731.41,ARS,App,3
V000681,,Maria Castro,maria.castro.35@gmail.com,14-08-25,57083.1,ARS,Marketplace,1
V000682, 32909159 ,Maria Castro,maria.castro.35@gmail.com,2024-08-23,11506.52,ARS,Web,1
V000683,32-201-281,Nicolas Ruiz,nicolas.ruiz.56@hotmail.com,2024-02-29,59174.66,ARS,Tienda,3
V000684, 32201281 ,Nicolas Ruiz, nicolas.ruiz.56@hotmail.com ,11-10-24,52264.35,ARS,Web,1
V000685,,Natalia Castro,natalia.castro.64@empresa.com.ar,2025-08-28,35187.66,ARS,Tienda,2
V000686, 28693887 ,Natalia Castro,NATALIA.CASTRO.64@EMPRESA.COM.AR,13-01-24,13418.68,ARS,Web,2
V000687,28.693.887,Natalia Castro,NATALIA.CASTRO.64@EMPRESA.COM.AR,2024-02-05,86426.78,ARS,Web,2
V000688,41.528.997,Juan Silva,JUAN.SILVA.0@EMPRESA.COM.AR,24-01-25,26158.85,ARS,Web,2
V000689,41-528-997,Juan Silva,juan.silva.0@empresa.com.ar,2026-05-19,15349.25,ARS,Tienda,1
V000690,41528997,Juan Silva, juan.silva.0@empresa.com.ar ,13-06-24,7537.72,ARS,App,3
V000691,41-528-997,Juan Silva,juan.silva.0@empresa.com.ar,2025-05-15,7156.9,ARS,Tienda,5
V000692,41-528-997,Juan Silva,juan.silva.0@empresa.com.ar,25-07-25,31069.43,ARS,Tienda,1
V000693,41-528-997,Juan Silva,,2024-01-20,16.49,USD,Tienda,1
V000694, 47195016 ,ROCIO MARTINEZ, rocio.martinez.92@empresa.com.ar ,27-09-24,21224.73,ARS,Marketplace,6
V000695,47.195.016,Rocio Martinez, rocio.martinez.92@empresa.com.ar ,08-06-26,11919.52,ARS,App,1
V000696, 47195016 ,ROCIO MARTINEZ,rocio.martinez.92@empresa.com.ar,01/02/2026,30665.35,ARS,App,6
V000697,21-235-333,Franco Castro, franco.castro.72@gmail.com ,30-03-26,100545.45,ARS,Marketplace,1
V000698,21235333,Franco Castro,franco.castro.72@gmail.com,2026-05-10,179695.59,ARS,Web,2
V000699, 21235333 ,Franco Castro,FRANCO.CASTRO.72@GMAIL.COM,2025-12-14,196222.14,ARS,App,1
V000700, 21235333 ,Franco Castro,FRANCO.CASTRO.72@GMAIL.COM,08-02-25,174005.23,ARS,App,2
V000701,21.235.333,Franco Castro, franco.castro.72@gmail.com ,2026-05-15,176828.97,ARS,Web,1
V000702, 21235333 ,FRANCO CASTRO,franco.castro.72@gmail.com,20-03-26,207414.24,ARS,Tienda,2
V000703,20-456-261,Andres Ramirez, andres.ramirez.83@empresa.com.ar ,28-02-26,40645.58,ARS,Tienda,2
