ticket_id,documento,nombre_cliente,email_contacto,fecha_ticket,tipo,satisfaccion
T00530,29.710.829,Julieta López,JULIETA.LOPEZ.96@HOTMAIL.COM,2025-02-26,Cambio,5
T00531,,Julieta Lopez, julieta.lopez.96@hotmail.com ,22-06-25,Cambio,2
T00532,,JULIETA LOPEZ,julieta.lopez.96@hotmail.com,2026-06-17,Facturacion,4
T00533, 20745050 ,Nicolas Martin Alvarez, nicolas.martin.alvarez.55@gmail.com ,14-08-26,Garantia,N/A
T00534,45.174.168,Gonzalo Acosta,gonzalo.acosta.77@outlook.com,2025-06-07,Garantia,N/A
T00535,,Gonzalo Acosta,gonzalo.acosta.77@outlook.com,2025-12-27,Entrega,2
T00536,28241469,Carolina Navarro,CAROLINA.NAVARRO.40@GMAIL.COM,29-09-25,Cambio,3
T00537,28-241-469,Carolina Navarro,carolina.navarro.40@gmail.com,25-04-26,Entrega,1
T00538,31979558,Carlos Benitez,CARLOS.NICOLAS.BENITEZ.71@OUTLOOK.COM,22/07/2026,Cambio,2
T00539, 33941302 ,Leandro Torres,LEANDRO.TORRES.67@EMPRESA.COM.AR,21/11/2025,Facturacion,1
T00540,33.941.302,LEANDRO TORRES,leandro.torres.67@empresa.com.ar,30/07/2026,Consulta,2
T00541,43780736,Tomas Andres Castro, tomas.andres.castro.35@hotmail.com ,2026-06-13,Entrega,2
T00542,25978394,Florencia Valentina Gomez, florencia.valentina.gomez.22@hotmail.com ,18-09-25,Cambio,4
T00543, 47883185 ,VALENTINA RAMIREZ, valentina.ramirez.65@empresa.com.ar ,10-03-25,Facturacion,1
T00544,47-883-185,Valentina Ramírez,,11/02/2025,Cambio,5
T00545,37-730-682,Daniela Ramirez,DANIELA.RAMIREZ.50@OUTLOOK.COM,2025-11-17,Consulta,2
T00546, 37730682 ,Daniela Ramirez,daniela.ramirez.50@outlook.com,2025-07-29,Garantia,N/A
T00547, 31845329 ,Maria Andres Diaz, maria.andres.diaz.25@empresa.com.ar ,2026-03-24,Garantia,3
T00548,31.845.329,María Andrés Díaz,maria.andres.diaz.25@empresa.com.ar,2025-06-06,Facturacion,2
T00549, 32359987 ,Leandro Ruiz, leandro.ruiz.92@empresa.com.ar ,2025-07-14,Entrega,2
T00550, 32359987 ,Leandro Ruiz,leandroruiz92@empresa.com.ar,2025-03-02,Facturacion,2
T00551,32.359.987,Leandro Ruiz,LEANDRO.RUIZ.92@EMPRESA.COM.AR,20-03-25,Facturacion,4
T00552, 46014144 ,Natalia Perez,NATALIA.PEREZ.88@HOTMAIL.COM,23-04-25,Facturacion,N/A
T00553,,NATALIA PEREZ,NATALIA.PEREZ.88@HOTMAIL.COM,12/05/2026,Entrega,1
T00554,46-014-144,Natalia Perez, natalia.perez.88@hotmail.com ,30-06-26,Garantia,
T00555,26-097-663,Franco Martínez,franco.martinez.4@gmail.com,23/03/2026,Facturacion,5
T00556,26-097-663,FRANCO MARTINEZ, franco.martinez.4@gmail.com ,2026-08-19,Consulta,4
T00557,45-811-099,MICAELA LAURA TORRES,MICAELA.LAURA.TORRES.7@OUTLOOK.COM,17/08/2026,Facturacion,3
T00558, 45811099 ,Micaela Laura Torres,MICAELA.LAURA.TORRES.7@OUTLOOK.COM,16/11/2025,Cambio,5
T00559, 45811099 ,Micaela Laura Torres,micaelalauratorres7@outlook.com,02/01/2025,Facturacion,1
T00560, 47941422 ,Juan Sanchez, juan.sanchez.91@outlook.com ,07/05/2025,Cambio,
T00561,,Juan Sanchez,JUAN.SANCHEZ.91@OUTLOOK.COM,18-01-26,Garantia,4
T00562, 47941422 ,Juan Sanchez, juan.sanchez.91@outlook.com ,09/09/2025,Cambio,3
T00563,44.974.623,Natalia Romero,NATALIA.ROMERO.12@EMPRESA.COM.AR,14-01-26,Consulta,1
T00564,44.974.623,Natalia Romero, natalia.romero.12@empresa.com.ar ,05-03-25,Entrega,5
T00565,29.800.583,Diego S. Castro,diego.sebastian.castro.4@hotmail.com,2025-07-09,Consulta,
T00566, 38686347 ,Sofia Perez,sofia.perez.92@gmail.com,2025-05-25,Cambio,5
